Support_timestamp	Support_symbol	Support_timeframe	Support_close	Best_Support
1781217729	XAUUSD	M15	4161.80	
1781218629	XAUUSD	M15	4188.24	
1781219529	XAUUSD	M15	4195.57	
1781220429	XAUUSD	M15	4210.32	
1781221329	XAUUSD	M15	4209.02	
1781222229	XAUUSD	M15	4213.76	
1781223129	XAUUSD	M15	4214.11	
1781224029	XAUUSD	M15	4209.73	
1781224929	XAUUSD	M15	4210.88	
1781229429	XAUUSD	M15	4209.72	
1781230329	XAUUSD	M15	4214.85	
1781231229	XAUUSD	M15	4225.95	
1781232129	XAUUSD	M15	4243.42	
1781233029	XAUUSD	M15	4223.82	
1781233929	XAUUSD	M15	4216.80	
1781234829	XAUUSD	M15	4219.28	
1781235729	XAUUSD	M15	4219.85	
1781236629	XAUUSD	M15	4216.87	
1781237529	XAUUSD	M15	4220.39	
1781238429	XAUUSD	M15	4203.54	
1781239329	XAUUSD	M15	4208.28	
1781240229	XAUUSD	M15	4186.98	
1781241129	XAUUSD	M15	4181.08	
1781242029	XAUUSD	M15	4179.27	4171.24000
1781242929	XAUUSD	M15	4186.75	4171.35491
1781243829	XAUUSD	M15	4193.93	4171.46981
1781244729	XAUUSD	M15	4188.66	4171.58472
1781245629	XAUUSD	M15	4186.14	4171.69962
1781246529	XAUUSD	M15	4191.58	4171.81453
1781247429	XAUUSD	M15	4194.01	4171.92943
1781248329	XAUUSD	M15	4203.50	4172.04434
1781249229	XAUUSD	M15	4199.23	4172.15925
1781250129	XAUUSD	M15	4197.00	4172.27415
1781251029	XAUUSD	M15	4194.32	4172.38906
1781251929	XAUUSD	M15	4192.74	4172.50396
1781252829	XAUUSD	M15	4193.50	4172.61887
1781253729	XAUUSD	M15	4190.09	4172.73377
1781254629	XAUUSD	M15	4188.81	4172.84868
1781255529	XAUUSD	M15	4187.11	4172.96358
1781256429	XAUUSD	M15	4180.37	4173.07849
1781257329	XAUUSD	M15	4173.40	4173.19340
1781258229	XAUUSD	M15	4182.93	4173.30830
1781259129	XAUUSD	M15	4182.10	4173.42321
1781260029	XAUUSD	M15	4176.49	4173.53811
1781260929	XAUUSD	M15	4184.20	4173.65302
1781261829	XAUUSD	M15	4178.24	4173.76792
1781262729	XAUUSD	M15	4174.07	4173.88283
1781263629	XAUUSD	M15	4183.10	4173.99774
1781264529	XAUUSD	M15	4193.89	4174.11264
1781265429	XAUUSD	M15	4203.73	4174.22755
1781266329	XAUUSD	M15	4213.23	4174.34245
1781267229	XAUUSD	M15	4218.37	4174.45736
1781268129	XAUUSD	M15	4219.59	4174.57226
1781269029	XAUUSD	M15	4224.25	4174.68717
1781269929	XAUUSD	M15	4220.94	4174.80208
1781270829	XAUUSD	M15	4225.36	4174.91698
1781271729	XAUUSD	M15	4221.95	4175.03189
1781272629	XAUUSD	M15	4221.64	4175.14679
1781273529	XAUUSD	M15	4206.87	4175.26170
1781274429	XAUUSD	M15	4215.40	4175.37660
1781275329	XAUUSD	M15	4210.97	4175.49151
1781276229	XAUUSD	M15	4207.46	4175.60642
1781277129	XAUUSD	M15	4202.51	4175.72132
1781278029	XAUUSD	M15	4209.66	4175.83623
1781278929	XAUUSD	M15	4206.94	4175.95113
1781279829	XAUUSD	M15	4214.26	4176.06604
1781280729	XAUUSD	M15	4201.12	4176.18094
1781281629	XAUUSD	M15	4196.81	4176.29585
1781282529	XAUUSD	M15	4191.72	4176.41075
1781283429	XAUUSD	M15	4198.43	4176.52566
1781284329	XAUUSD	M15	4202.97	4176.64057
1781285229	XAUUSD	M15	4190.97	4176.75547
1781286129	XAUUSD	M15	4186.13	4176.87038
1781287029	XAUUSD	M15	4193.28	4176.98528
1781287929	XAUUSD	M15	4188.55	4177.10019
1781288829	XAUUSD	M15	4184.57	4177.21509
1781289729	XAUUSD	M15	4203.99	4177.33000
1781290629	XAUUSD	M15	4214.07	4177.44491
1781291529	XAUUSD	M15	4225.83	4177.55981
1781292429	XAUUSD	M15	4211.13	4177.67472
1781293329	XAUUSD	M15	4212.13	4177.78962
1781294229	XAUUSD	M15	4221.70	4177.90453
1781295129	XAUUSD	M15	4216.99	4178.01943
1781296029	XAUUSD	M15	4213.31	4178.13434
1781296929	XAUUSD	M15	4216.46	4178.24925
1781297829	XAUUSD	M15	4218.42	4178.36415
1781298729	XAUUSD	M15	4218.86	4178.47906
1781299629	XAUUSD	M15	4222.36	4178.59396
1781300529	XAUUSD	M15	4221.31	4178.70887
1781301429	XAUUSD	M15	4227.04	4178.82377
1781302329	XAUUSD	M15	4226.53	4178.93868
1781303229	XAUUSD	M15	4229.29	4179.05358
1781304129	XAUUSD	M15	4215.52	4179.16849
1781305029	XAUUSD	M15	4217.59	4179.28340
1781305929	XAUUSD	M15	4208.53	4179.39830
1781306829	XAUUSD	M15	4205.22	4179.51321
1781307729	XAUUSD	M15	4210.77	4179.62811
1781308629	XAUUSD	M15	4212.56	4179.74302
1781309529	XAUUSD	M15	4214.43	4179.85792
1781310429	XAUUSD	M15	4213.73	4179.97283
1781311329	XAUUSD	M15	4218.91	4180.08774
