zigzag_TimeStamp	zigzag_symbol	zigzag_timeframe	zigzag_close	zigzag_Type	CurrentPoint	CurrentPrChg	Current%Chg	Current%ChgClass	CurrentBars	CurrentBarsClass	CurrentPrPerBar	CurrentPrPerBarClass	CurrentSlope	CurrentCategory
1777453149	XAUUSD	M15	4601.15000	Peak	4607.77000	31.93000	0.70	0	16	0	1.99563	0	63.3847	LH
1777484649	XAUUSD	M15	4521.71000	Bottom	4510.28000	-97.49000	-2.12	4	35	3	-2.78543	3	-70.2513	LL
1777492749	XAUUSD	M15	4559.10000	Peak	4564.75000	54.47000	1.21	0	9	0	6.05222	0	80.6179	LH
1777502649	XAUUSD	M15	4538.19000	Bottom	4518.41000	-46.34000	-1.02	3	11	3	-4.21273	3	-76.6465	HL
1777527849	XAUUSD	M15	4579.13000	Peak	4582.32000	63.91000	1.41	0	24	0	2.66292	0	69.4174	HH
1777537749	XAUUSD	M15	4544.74000	Bottom	4540.82000	-41.50000	-0.91	3	11	3	-3.77273	3	-75.1545	HL
1777559349	XAUUSD	M15	4636.62000	Peak	4647.10000	106.28000	2.34	1	24	0	4.42833	0	77.2750	HH
1777581849	XAUUSD	M15	4607.62000	Bottom	4605.56000	-41.54000	-0.89	3	25	3	-1.66160	3	-58.9592	HL
1777606149	XAUUSD	M15	4631.31000	Peak	4634.14000	28.58000	0.62	0	23	0	1.24261	0	51.1743	LH
1777612449	XAUUSD	M15	4616.68000	Bottom	4614.27000	-19.87000	-0.43	3	7	3	-2.83857	3	-70.5932	HL
1777616049	XAUUSD	M15	4629.39000	Peak	4635.83000	21.56000	0.47	0	4	0	5.39000	0	79.4895	HH
1777643049	XAUUSD	M15	4563.12000	Bottom	4560.44000	-75.39000	-1.63	3	30	3	-2.51300	3	-68.3009	LL
1777659249	XAUUSD	M15	4644.67000	Peak	4660.32000	99.88000	2.19	1	18	0	5.54889	0	79.7840	HH
1777679949	XAUUSD	M15	4611.41000	Bottom	4607.09000	-53.23000	-1.14	3	23	3	-2.31435	3	-66.6314	HL
1777859949	XAUUSD	M15	4623.11000	Peak	4632.11000	25.02000	0.54	0	4	0	6.25500	0	80.9169	LH
1777872549	XAUUSD	M15	4601.59000	Bottom	4592.93000	-39.18000	-0.85	3	14	3	-2.79857	3	-70.3369	LL
1777874349	XAUUSD	M15	4608.34000	Peak	4618.59000	25.66000	0.56	0	2	0	12.83000	0	85.5432	LH
1777904049	XAUUSD	M15	4545.00000	Bottom	4526.40000	-92.19000	-2.00	4	33	3	-2.79364	3	-70.3048	LL
1777919349	XAUUSD	M15	4574.38000	Peak	4583.16000	56.76000	1.25	0	17	0	3.33882	0	73.3267	LH
1777924749	XAUUSD	M15	4509.88000	Bottom	4500.86000	-82.30000	-1.80	3	6	3	-13.71667	5	-85.8303	LL
1777953549	XAUUSD	M15	4527.77000	Peak	4528.57000	27.71000	0.62	0	28	0	0.98964	0	44.7017	LH
1777954449	XAUUSD	M15	4517.12000	Bottom	4513.56000	-15.01000	-0.33	3	1	3	-15.01000	5	-86.1885	HL
1777963449	XAUUSD	M15	4539.17000	Peak	4546.78000	33.22000	0.74	0	10	0	3.32200	0	73.2470	HH
1777969749	XAUUSD	M15	4531.71000	Bottom	4527.89000	-18.89000	-0.42	3	7	3	-2.69857	3	-69.6670	HL
1777985949	XAUUSD	M15	4557.61000	Peak	4560.53000	32.64000	0.72	0	18	0	1.81333	0	61.1246	HH
1777993149	XAUUSD	M15	4552.62000	Bottom	4540.00000	-20.53000	-0.45	3	8	3	-2.56625	3	-68.7104	HL
1778004849	XAUUSD	M15	4584.37000	Peak	4586.56000	46.56000	1.03	0	13	0	3.58154	0	74.3998	HH
1778034549	XAUUSD	M15	4548.82000	Bottom	4546.31000	-40.25000	-0.88	3	29	3	-1.38793	3	-54.2274	HL
1778078649	XAUUSD	M15	4718.25000	Peak	4722.76000	176.45000	3.88	2	49	2	3.60102	0	74.4801	HH
1778084049	XAUUSD	M15	4683.36000	Bottom	4660.71000	-62.05000	-1.31	3	6	3	-10.34167	5	-84.4769	HL
1778091249	XAUUSD	M15	4705.66000	Peak	4717.43000	56.72000	1.22	0	8	0	7.09000	0	81.9717	LH
1778102949	XAUUSD	M15	4680.64000	Bottom	4678.99000	-38.44000	-0.81	3	13	3	-2.95692	3	-71.3150	HL
1778127249	XAUUSD	M15	4692.51000	Peak	4701.18000	22.19000	0.47	0	23	0	0.96478	0	43.9731	LH
1778129049	XAUUSD	M15	4688.57000	Bottom	4685.59000	-15.59000	-0.33	3	2	3	-7.79500	3	-82.6896	HL
1778132649	XAUUSD	M15	4714.86000	Peak	4721.44000	35.85000	0.77	0	4	0	8.96250	0	83.6335	HH
1778142549	XAUUSD	M15	4698.15000	Bottom	4692.46000	-28.98000	-0.61	3	11	3	-2.63455	3	-69.2146	HL
1778180349	XAUUSD	M15	4754.77000	Peak	4764.70000	72.24000	1.54	0	42	2	1.72000	0	59.8265	HH
1778205549	XAUUSD	M15	4691.37000	Bottom	4678.10000	-86.60000	-1.82	3	24	3	-3.60833	3	-74.5100	LL
1778235249	XAUUSD	M15	4733.47000	Peak	4734.65000	56.55000	1.21	0	33	0	1.71364	0	59.7341	LH
1778238849	XAUUSD	M15	4706.67000	Bottom	4696.83000	-37.82000	-0.80	3	4	3	-9.45500	4	-83.9626	HL
1778250549	XAUUSD	M15	4724.48000	Peak	4727.88000	31.05000	0.66	0	13	0	2.38846	0	67.2819	LH
1778256849	XAUUSD	M15	4710.40000	Bottom	4703.00000	-24.88000	-0.53	3	7	3	-3.55429	3	-74.2860	HL
1778263149	XAUUSD	M15	4731.78000	Peak	4749.22000	46.22000	0.98	0	7	0	6.60286	0	81.3880	HH
1778269449	XAUUSD	M15	4707.13000	Bottom	4702.00000	-47.22000	-0.99	3	7	3	-6.74571	3	-81.5678	LL
1778278449	XAUUSD	M15	4725.66000	Peak	4728.95000	26.95000	0.57	0	10	0	2.69500	0	69.6422	LH
1778474649	XAUUSD	M15	4683.57000	Bottom	4670.56000	-58.39000	-1.23	3	22	3	-2.65409	3	-69.3548	LL
1778476449	XAUUSD	M15	4699.01000	Peak	4705.40000	34.84000	0.75	0	2	0	17.42000	2	86.7145	LH
1778492649	XAUUSD	M15	4652.30000	Bottom	4647.85000	-57.55000	-1.22	3	18	3	-3.19722	3	-72.6318	LL
1778521449	XAUUSD	M15	4736.00000	Peak	4748.44000	100.59000	2.16	1	32	1	3.14344	0	72.3529	HH
1778531349	XAUUSD	M15	4711.45000	Bottom	4707.97000	-40.47000	-0.85	3	11	3	-3.67909	3	-74.7940	HL
1778559249	XAUUSD	M15	4762.38000	Peak	4773.58000	65.61000	1.39	0	27	0	2.43000	0	67.6317	HH
1778583549	XAUUSD	M15	4695.96000	Bottom	4687.49000	-86.09000	-1.80	3	27	3	-3.18852	3	-72.5873	LL
1778594349	XAUUSD	M15	4705.08000	Peak	4708.47000	20.98000	0.45	0	12	0	1.74833	0	60.2316	LH
1778596149	XAUUSD	M15	4690.76000	Bottom	4685.14000	-23.33000	-0.50	3	2	3	-11.66500	4	-85.1002	LL
1778604249	XAUUSD	M15	4705.75000	Peak	4711.51000	26.37000	0.56	0	9	0	2.93000	0	71.1554	HH
1778613249	XAUUSD	M15	4656.04000	Bottom	4638.57000	-72.94000	-1.55	3	10	3	-7.29400	3	-82.1935	LL
1778644749	XAUUSD	M15	4720.28000	Peak	4726.76000	88.19000	1.90	0	31	0	2.84484	0	70.6327	HH
1778654649	XAUUSD	M15	4691.90000	Bottom	4687.60000	-39.16000	-0.83	3	11	3	-3.56000	3	-74.3100	HL
1778667249	XAUUSD	M15	4708.78000	Peak	4715.35000	27.75000	0.59	0	14	0	1.98214	0	63.2288	LH
1778678949	XAUUSD	M15	4694.22000	Bottom	4685.97000	-29.38000	-0.62	3	13	3	-2.26000	3	-66.1317	LL
1778680749	XAUUSD	M15	4702.25000	Peak	4710.38000	24.41000	0.52	0	2	0	12.20500	1	85.3160	LH
1778694249	XAUUSD	M15	4679.30000	Bottom	4669.65000	-40.73000	-0.86	3	15	3	-2.71533	3	-69.7823	LL
1778703249	XAUUSD	M15	4706.57000	Peak	4709.71000	40.06000	0.86	0	10	0	4.00600	0	75.9840	LH
1778712249	XAUUSD	M15	4684.92000	Bottom	4677.64000	-32.07000	-0.68	3	10	3	-3.20700	3	-72.6816	HL
1778733849	XAUUSD	M15	4704.98000	Peak	4706.81000	29.17000	0.62	0	20	0	1.45850	0	55.5641	LH
1778745549	XAUUSD	M15	4682.25000	Bottom	4668.77000	-38.04000	-0.81	3	13	3	-2.92615	3	-71.1324	LL
1778758149	XAUUSD	M15	4709.19000	Peak	4718.75000	49.98000	1.07	0	14	0	3.57000	0	74.3518	HH
1778765349	XAUUSD	M15	4695.48000	Bottom	4688.47000	-30.28000	-0.64	3	8	3	-3.78500	3	-75.2006	HL
1778776149	XAUUSD	M15	4697.97000	Peak	4710.02000	21.55000	0.46	0	12	0	1.79583	0	60.8890	LH
1778804949	XAUUSD	M15	4650.83000	Bottom	4644.40000	-65.62000	-1.39	3	32	4	-2.05063	3	-64.0035	LL
1778815749	XAUUSD	M15	4657.34000	Peak	4665.35000	20.95000	0.45	0	8	0	2.61875	0	69.1001	LH
1778852649	XAUUSD	M15	4545.78000	Bottom	4532.03000	-133.32000	-2.86	5	41	5	-3.25171	3	-72.9057	LL
1778856249	XAUUSD	M15	4566.14000	Peak	4572.64000	40.61000	0.90	0	4	0	10.15250	1	84.3746	LH
1778867049	XAUUSD	M15	4533.57000	Bottom	4511.92000	-60.72000	-1.33	3	12	3	-5.06000	3	-78.8208	LL
1778870649	XAUUSD	M15	4562.82000	Peak	4566.43000	54.51000	1.21	0	4	0	13.62750	2	85.8031	LH
1779079449	XAUUSD	M15	4515.89000	Bottom	4480.72000	-85.71000	-1.88	3	36	4	-2.38083	3	-67.2166	LL
1779103749	XAUUSD	M15	4549.30000	Peak	4559.95000	79.23000	1.77	0	27	0	2.93444	0	71.1819	LH
1779116349	XAUUSD	M15	4539.54000	Bottom	4530.01000	-29.94000	-0.66	3	14	3	-2.13857	3	-64.9391	HL
1779126249	XAUUSD	M15	4575.63000	Peak	4584.14000	54.13000	1.19	0	11	0	4.92091	0	78.5131	HH
1779130749	XAUUSD	M15	4540.53000	Bottom	4532.00000	-52.14000	-1.14	3	5	3	-10.42800	4	-84.5223	HL
1779163149	XAUUSD	M15	4578.88000	Peak	4589.36000	57.36000	1.27	0	32	1	1.79250	0	60.8437	HH
1779182049	XAUUSD	M15	4538.61000	Bottom	4531.31000	-58.05000	-1.26	3	21	3	-2.76429	3	-70.1120	LL
1779191049	XAUUSD	M15	4557.24000	Peak	4559.38000	28.07000	0.62	0	10	0	2.80700	0	70.3914	LH
1779211749	XAUUSD	M15	4476.25000	Bottom	4464.78000	-94.60000	-2.07	4	23	3	-4.11304	3	-76.3349	LL
1779252249	XAUUSD	M15	4500.98000	Peak	4508.81000	44.03000	0.99	0	41	2	1.07390	0	47.0408	LH
1779260349	XAUUSD	M15	4458.01000	Bottom	4453.69000	-55.12000	-1.22	3	9	3	-6.12444	3	-80.7266	LL
1779296349	XAUUSD	M15	4505.15000	Peak	4505.94000	52.25000	1.17	0	40	2	1.30625	0	52.5641	LH
1779299949	XAUUSD	M15	4477.09000	Bottom	4467.07000	-38.87000	-0.86	3	4	3	-9.71750	4	-84.1245	HL
1779304449	XAUUSD	M15	4529.44000	Peak	4552.71000	85.64000	1.92	1	5	0	17.12800	2	86.6586	HH
1779333249	XAUUSD	M15	4538.57000	Bottom	4534.63000	-18.08000	-0.40	3	28	3	-0.64571	3	-32.8509	HL
1779341349	XAUUSD	M15	4567.96000	Peak	4570.99000	36.36000	0.80	0	9	0	4.04000	0	76.0973	HH
1779362049	XAUUSD	M15	4512.95000	Bottom	4512.06000	-58.93000	-1.29	3	23	3	-2.56217	3	-68.6796	LL
1779370149	XAUUSD	M15	4529.86000	Peak	4542.70000	30.64000	0.68	0	9	0	3.40444	0	73.6307	LH
1779384549	XAUUSD	M15	4498.02000	Bottom	4488.72000	-53.98000	-1.19	3	16	3	-3.37375	3	-73.4899	LL
1779399849	XAUUSD	M15	4551.54000	Peak	4559.28000	70.56000	1.57	0	17	0	4.15059	0	76.4539	HH
1779431349	XAUUSD	M15	4522.61000	Bottom	4518.56000	-40.72000	-0.89	3	31	3	-1.31355	3	-52.7181	HL
1779442149	XAUUSD	M15	4534.10000	Peak	4534.16000	15.60000	0.35	0	12	0	1.30000	0	52.4314	LH
1779443049	XAUUSD	M15	4511.19000	Bottom	4507.44000	-26.72000	-0.59	3	1	3	-26.72000	5	-87.8567	LL
1779458349	XAUUSD	M15	4533.84000	Peak	4536.83000	29.39000	0.65	0	17	0	1.72882	0	59.9537	HH
1779473649	XAUUSD	M15	4499.05000	Bottom	4491.93000	-44.90000	-0.99	3	17	3	-2.64118	3	-69.2624	LL
1779485349	XAUUSD	M15	4522.20000	Peak	4527.75000	35.82000	0.80	0	13	0	2.75538	0	70.0529	LH
1779492549	XAUUSD	M15	4509.65000	Bottom	4504.39000	-23.36000	-0.52	3	8	3	-2.92000	3	-71.0954	HL
1779679749	XAUUSD	M15	4577.25000	Peak	4579.98000	75.59000	1.68	0	12	0	6.29917	0	80.9795	HH
1779703149	XAUUSD	M15	4553.81000	Bottom	4550.48000	-29.50000	-0.64	3	26	3	-1.13462	3	-48.6085	HL
1779723849	XAUUSD	M15	4569.45000	Peak	4577.02000	26.54000	0.58	0	23	0	1.15391	0	49.0873	LH
1779725649	XAUUSD	M15	4560.54000	Bottom	4552.93000	-24.09000	-0.53	3	2	3	-12.04500	4	-85.2541	HL
1779742749	XAUUSD	M15	4574.24000	Peak	4577.80000	24.87000	0.55	0	19	0	1.30895	0	52.6212	HH
1779745449	XAUUSD	M15	4565.14000	Bottom	4563.40000	-14.40000	-0.31	3	3	3	-4.80000	3	-78.2317	HL
1779765249	XAUUSD	M15	4568.14000	Peak	4580.28000	16.88000	0.37	0	8	0	2.11000	0	64.6422	HH
1779794949	XAUUSD	M15	4526.72000	Bottom	4521.72000	-58.56000	-1.28	3	33	4	-1.77455	3	-60.5977	LL
1779795849	XAUUSD	M15	4538.23000	Peak	4539.01000	17.29000	0.38	0	1	0	17.29000	2	86.6899	LH
1779802149	XAUUSD	M15	4513.24000	Bottom	4512.11000	-26.90000	-0.59	3	7	3	-3.84286	3	-75.4138	LL
1779806649	XAUUSD	M15	4534.48000	Peak	4540.53000	28.42000	0.63	0	5	0	5.68400	0	80.0219	HH
1779832749	XAUUSD	M15	4487.11000	Bottom	4482.74000	-57.79000	-1.27	3	29	3	-1.99276	3	-63.3517	LL
1779847149	XAUUSD	M15	4504.89000	Peak	4537.84000	55.10000	1.23	0	12	0	4.59167	0	77.7136	LH
1779868749	XAUUSD	M15	4503.18000	Bottom	4495.97000	-41.87000	-0.92	3	24	3	-1.74458	3	-60.1785	HL
1779871449	XAUUSD	M15	4510.11000	Peak	4517.18000	21.21000	0.47	0	3	0	7.07000	0	81.9493	LH
1779902049	XAUUSD	M15	4404.89000	Bottom	4401.50000	-115.68000	-2.56	5	34	4	-3.40235	3	-73.6212	LL
1779933549	XAUUSD	M15	4457.94000	Peak	4465.92000	64.42000	1.46	0	31	0	2.07806	0	64.3023	LH
1779956049	XAUUSD	M15	4368.47000	Bottom	4366.32000	-99.60000	-2.23	5	25	3	-3.98400	3	-75.9096	LL
1779976749	XAUUSD	M15	4399.34000	Peak	4404.43000	38.11000	0.87	0	23	0	1.65696	0	58.8883	LH
1779979449	XAUUSD	M15	4382.96000	Bottom	4375.47000	-28.96000	-0.66	3	3	3	-9.65333	3	-84.0858	HL
1780005549	XAUUSD	M15	4507.69000	Peak	4516.57000	141.10000	3.22	2	29	0	4.86552	0	78.3858	HH
1780026249	XAUUSD	M15	4495.24000	Bottom	4489.19000	-27.38000	-0.61	3	19	3	-1.44105	3	-55.2418	HL
1780055049	XAUUSD	M15	4524.76000	Peak	4526.21000	37.02000	0.82	0	32	0	1.15688	0	49.1599	HH
1780058649	XAUUSD	M15	4514.88000	Bottom	4510.03000	-16.18000	-0.36	3	4	3	-4.04500	3	-76.1138	HL
1780064949	XAUUSD	M15	4537.92000	Peak	4543.31000	33.28000	0.74	0	7	0	4.75429	0	78.1218	HH
1780072149	XAUUSD	M15	4514.13000	Bottom	4512.71000	-30.60000	-0.67	3	8	3	-3.82500	3	-75.3486	HL
1780081149	XAUUSD	M15	4590.10000	Peak	4595.19000	82.48000	1.83	0	10	0	8.24800	0	83.0871	HH
1780320549	XAUUSD	M15	4498.33000	Bottom	4489.39000	-105.80000	-2.30	5	70	5	-1.51143	3	-56.5104	LL
1780326849	XAUUSD	M15	4510.76000	Peak	4512.95000	23.56000	0.52	0	7	0	3.36571	0	73.4526	LH
1780336749	XAUUSD	M15	4461.22000	Bottom	4447.78000	-65.17000	-1.44	3	11	3	-5.92455	3	-80.4194	LL
1780350249	XAUUSD	M15	4487.55000	Peak	4495.39000	47.61000	1.07	0	15	0	3.17400	0	72.5125	LH
1780372749	XAUUSD	M15	4481.37000	Bottom	4476.92000	-18.47000	-0.41	3	21	3	-0.87952	3	-41.3324	HL
1780374549	XAUUSD	M15	4487.07000	Peak	4497.24000	20.32000	0.45	0	2	0	10.16000	0	84.3788	HH
1780379049	XAUUSD	M15	4474.02000	Bottom	4463.08000	-34.16000	-0.76	3	5	3	-6.83200	3	-81.6727	LL
1780397949	XAUUSD	M15	4539.99000	Peak	4541.50000	78.42000	1.76	0	21	0	3.73429	0	75.0086	HH
1780439349	XAUUSD	M15	4480.54000	Bottom	4478.74000	-62.76000	-1.38	3	46	5	-1.36435	3	-53.7604	HL
1780451949	XAUUSD	M15	4489.57000	Peak	4493.14000	14.40000	0.32	0	10	0	1.44000	0	55.2222	LH
1780456449	XAUUSD	M15	4467.65000	Bottom	4462.26000	-30.88000	-0.69	3	5	3	-6.17600	3	-80.8027	LL
1780460949	XAUUSD	M15	4495.76000	Peak	4496.54000	34.28000	0.77	0	5	0	6.85600	0	81.7015	HH
1780493349	XAUUSD	M15	4446.76000	Bottom	4439.04000	-57.50000	-1.28	3	36	4	-1.59722	3	-57.9499	LL
1780498749	XAUUSD	M15	4462.07000	Peak	4468.06000	29.02000	0.65	0	6	0	4.83667	0	78.3185	LH
1780508649	XAUUSD	M15	4445.91000	Bottom	4426.50000	-41.56000	-0.93	3	11	3	-3.77818	3	-75.1750	LL
1780528449	XAUUSD	M15	4448.03000	Peak	4452.26000	25.76000	0.58	0	22	0	1.17091	0	49.5014	LH
1780539249	XAUUSD	M15	4434.53000	Bottom	4424.01000	-28.25000	-0.63	3	8	3	-3.53125	3	-74.1886	LL
1780561749	XAUUSD	M15	4482.71000	Peak	4484.08000	60.07000	1.36	0	25	0	2.40280	0	67.4038	HH
1780575249	XAUUSD	M15	4463.51000	Bottom	4458.51000	-25.57000	-0.57	3	15	3	-1.70467	3	-59.6031	HL
1780595049	XAUUSD	M15	4495.70000	Peak	4515.45000	56.94000	1.28	0	22	0	2.58818	0	68.8749	HH
1780654449	XAUUSD	M15	4442.37000	Bottom	4428.84000	-86.61000	-1.92	4	62	5	-1.39694	3	-54.4029	LL
1780665249	XAUUSD	M15	4462.94000	Peak	4469.44000	40.60000	0.92	0	12	0	3.38333	0	73.5341	LH
1780672449	XAUUSD	M15	4466.09000	Bottom	4458.56000	-10.88000	-0.24	3	8	3	-1.36000	3	-53.6732	HL
1780676049	XAUUSD	M15	4465.15000	Peak	4475.64000	17.08000	0.38	0	4	0	4.27000	0	76.8193	HH
1780703949	XAUUSD	M15	4315.59000	Bottom	4311.79000	-163.85000	-3.66	5	31	3	-5.28548	3	-79.2864	LL
1780892049	XAUUSD	M15	4351.37000	Peak	4353.21000	41.42000	0.96	0	13	0	3.18615	0	72.5751	LH
1780910949	XAUUSD	M15	4287.87000	Bottom	4268.66000	-84.55000	-1.94	3	21	3	-4.02619	3	-76.0515	LL
1780939749	XAUUSD	M15	4336.42000	Peak	4346.65000	77.99000	1.83	0	32	0	2.43719	0	67.6912	LH
1780943349	XAUUSD	M15	4322.57000	Bottom	4315.15000	-31.50000	-0.72	3	4	3	-7.87500	3	-82.7631	HL
1780950549	XAUUSD	M15	4343.94000	Peak	4346.42000	31.27000	0.72	0	8	0	3.90875	0	75.6495	LH
1780976649	XAUUSD	M15	4317.91000	Bottom	4312.92000	-33.50000	-0.77	3	25	3	-1.34000	3	-53.2672	LL
1780989249	XAUUSD	M15	4336.80000	Peak	4342.35000	29.43000	0.68	0	14	0	2.10214	0	64.5593	LH
1780993749	XAUUSD	M15	4328.15000	Bottom	4324.38000	-17.97000	-0.41	3	5	3	-3.59400	3	-74.4512	HL
1780997349	XAUUSD	M15	4348.25000	Peak	4351.53000	27.15000	0.63	0	4	0	6.78750	0	81.6189	HH
1781006349	XAUUSD	M15	4331.70000	Bottom	4321.27000	-30.26000	-0.70	3	10	3	-3.02600	3	-71.7129	LL
