ohlcv_timestamp	ohlcv_symbol	ohlcv_timeframe	ohlcv_close	ohlcv_open	ohlcv_high	ohlcv_low	ohlcv_volume
1777450997	XAUUSD	M15	4602.15000	4601.85000	4605.49000	4601.67000	1243
1777451897	XAUUSD	M15	4604.85000	4602.15000	4605.61000	4602.14000	1008
1777452797	XAUUSD	M15	4601.15000	4604.85000	4607.77000	4600.49000	1324
1777453697	XAUUSD	M15	4600.72000	4601.20000	4602.82000	4598.68000	1193
1777454597	XAUUSD	M15	4599.05000	4600.71000	4601.64000	4594.15000	1771
1777455497	XAUUSD	M15	4590.90000	4599.12000	4603.25000	4590.72000	1879
1777456397	XAUUSD	M15	4588.73000	4591.00000	4598.71000	4587.19000	2164
1777457297	XAUUSD	M15	4585.04000	4588.60000	4589.40000	4581.32000	1999
1777458197	XAUUSD	M15	4585.03000	4585.11000	4587.56000	4580.89000	1863
1777459097	XAUUSD	M15	4584.52000	4585.03000	4587.00000	4581.28000	1893
1777459997	XAUUSD	M15	4578.72000	4584.55000	4588.95000	4576.73000	2271
1777460897	XAUUSD	M15	4575.11000	4578.71000	4581.30000	4569.66000	2008
1777461797	XAUUSD	M15	4570.56000	4575.12000	4578.80000	4569.39000	2057
1777462697	XAUUSD	M15	4567.92000	4570.51000	4572.74000	4567.36000	1981
1777463597	XAUUSD	M15	4565.44000	4569.15000	4573.45000	4564.54000	2327
1777464497	XAUUSD	M15	4566.65000	4565.36000	4571.43000	4565.36000	2076
1777465397	XAUUSD	M15	4568.37000	4566.19000	4569.00000	4557.31000	2154
1777466297	XAUUSD	M15	4573.20000	4568.34000	4576.84000	4568.29000	1821
1777467197	XAUUSD	M15	4574.20000	4573.20000	4575.66000	4570.38000	1841
1777468097	XAUUSD	M15	4565.69000	4574.07000	4580.77000	4565.69000	1945
1777468997	XAUUSD	M15	4558.86000	4565.31000	4569.68000	4558.77000	2082
1777469897	XAUUSD	M15	4555.94000	4559.01000	4562.11000	4551.80000	2152
1777470797	XAUUSD	M15	4568.04000	4555.60000	4568.30000	4555.17000	1798
1777471697	XAUUSD	M15	4571.78000	4568.07000	4573.20000	4568.07000	1709
1777472597	XAUUSD	M15	4566.36000	4571.84000	4576.60000	4566.03000	1857
1777473497	XAUUSD	M15	4569.98000	4566.32000	4570.65000	4563.93000	1654
1777474397	XAUUSD	M15	4568.02000	4569.95000	4571.95000	4565.47000	2015
1777475297	XAUUSD	M15	4564.76000	4568.04000	4570.35000	4564.28000	1889
1777476197	XAUUSD	M15	4567.03000	4564.76000	4571.85000	4563.43000	1894
1777477097	XAUUSD	M15	4561.87000	4566.93000	4566.95000	4559.40000	1879
1777477997	XAUUSD	M15	4564.41000	4561.72000	4568.25000	4560.73000	1904
1777478897	XAUUSD	M15	4559.40000	4564.53000	4568.94000	4559.27000	1991
1777479797	XAUUSD	M15	4557.62000	4559.38000	4559.76000	4551.22000	2315
1777480697	XAUUSD	M15	4544.90000	4557.62000	4560.07000	4542.21000	2385
1777481597	XAUUSD	M15	4549.80000	4544.90000	4553.35000	4544.90000	2444
1777482497	XAUUSD	M15	4537.82000	4549.78000	4551.62000	4534.47000	2605
1777483397	XAUUSD	M15	4514.81000	4537.96000	4539.46000	4513.68000	2793
1777484297	XAUUSD	M15	4521.71000	4514.76000	4530.16000	4510.28000	2782
1777485197	XAUUSD	M15	4526.15000	4521.80000	4528.39000	4517.94000	2738
1777486097	XAUUSD	M15	4533.20000	4526.20000	4537.76000	4524.61000	2657
1777486997	XAUUSD	M15	4538.69000	4533.21000	4542.37000	4530.99000	2540
1777487897	XAUUSD	M15	4539.25000	4538.71000	4540.43000	4531.92000	2440
1777488797	XAUUSD	M15	4538.08000	4539.18000	4546.90000	4536.46000	2458
1777489697	XAUUSD	M15	4543.61000	4538.25000	4546.44000	4536.26000	2379
1777490597	XAUUSD	M15	4553.17000	4543.60000	4556.19000	4540.57000	2516
1777491497	XAUUSD	M15	4547.48000	4553.07000	4558.92000	4542.12000	2534
1777492397	XAUUSD	M15	4559.10000	4547.54000	4564.75000	4546.90000	2450
1777493297	XAUUSD	M15	4560.23000	4559.15000	4564.10000	4557.14000	2189
1777494197	XAUUSD	M15	4550.51000	4559.94000	4559.94000	4545.73000	2418
1777495097	XAUUSD	M15	4545.36000	4550.56000	4551.54000	4543.32000	2080
1777495997	XAUUSD	M15	4550.68000	4545.35000	4552.21000	4542.81000	2041
1777496897	XAUUSD	M15	4547.23000	4550.64000	4554.53000	4546.12000	2276
1777497797	XAUUSD	M15	4544.75000	4547.21000	4548.59000	4542.76000	2064
1777498697	XAUUSD	M15	4547.33000	4544.88000	4547.64000	4541.67000	1996
1777499597	XAUUSD	M15	4525.75000	4547.02000	4552.62000	4525.39000	2751
1777500497	XAUUSD	M15	4532.95000	4525.68000	4539.61000	4525.25000	2513
1777501397	XAUUSD	M15	4520.81000	4532.95000	4540.78000	4520.72000	2752
1777502297	XAUUSD	M15	4538.19000	4520.67000	4541.38000	4518.41000	2667
1777503197	XAUUSD	M15	4547.72000	4538.33000	4548.92000	4533.27000	2482
1777504097	XAUUSD	M15	4542.84000	4547.81000	4550.68000	4541.27000	2226
1777504997	XAUUSD	M15	4539.61000	4542.89000	4545.00000	4537.67000	2161
1777505897	XAUUSD	M15	4547.05000	4539.64000	4549.98000	4539.45000	2176
1777506797	XAUUSD	M15	4546.25000	4546.86000	4553.70000	4542.66000	2470
1777507697	XAUUSD	M15	4543.25000	4546.53000	4548.00000	4541.41000	2244
1777508597	XAUUSD	M15	4543.79000	4543.29000	4546.69000	4542.53000	1692
1777509497	XAUUSD	M15	4543.57000	4543.67000	4544.65000	4541.48000	1378
1777513997	XAUUSD	M15	4546.40000	4544.70000	4548.74000	4539.42000	1034
1777514897	XAUUSD	M15	4549.14000	4546.48000	4550.87000	4546.48000	931
1777515797	XAUUSD	M15	4548.51000	4549.09000	4552.23000	4547.59000	801
1777516697	XAUUSD	M15	4552.08000	4548.45000	4552.54000	4547.87000	765
1777517597	XAUUSD	M15	4553.33000	4552.06000	4554.03000	4550.58000	725
1777518497	XAUUSD	M15	4551.63000	4553.33000	4555.26000	4549.61000	717
1777519397	XAUUSD	M15	4554.44000	4551.63000	4554.69000	4551.38000	807
1777520297	XAUUSD	M15	4561.66000	4554.46000	4561.97000	4553.97000	1128
1777521197	XAUUSD	M15	4557.93000	4561.86000	4568.58000	4557.73000	2063
1777522097	XAUUSD	M15	4563.57000	4558.00000	4564.61000	4556.24000	1890
1777522997	XAUUSD	M15	4567.11000	4563.64000	4567.11000	4562.32000	1596
1777523897	XAUUSD	M15	4569.83000	4567.11000	4574.24000	4566.76000	1711
1777524797	XAUUSD	M15	4568.52000	4569.77000	4571.23000	4564.86000	2070
1777525697	XAUUSD	M15	4579.79000	4568.78000	4580.92000	4566.08000	1929
1777526597	XAUUSD	M15	4576.31000	4579.79000	4581.16000	4570.99000	2238
1777527497	XAUUSD	M15	4579.13000	4576.25000	4582.32000	4574.20000	1935
1777528397	XAUUSD	M15	4579.74000	4578.90000	4581.86000	4574.76000	1726
1777529297	XAUUSD	M15	4573.13000	4579.75000	4580.87000	4571.95000	1482
1777530197	XAUUSD	M15	4562.53000	4573.05000	4573.77000	4560.35000	2262
1777531097	XAUUSD	M15	4565.02000	4562.32000	4565.38000	4560.23000	1821
1777531997	XAUUSD	M15	4564.98000	4565.02000	4569.05000	4562.78000	1718
1777532897	XAUUSD	M15	4563.32000	4565.24000	4566.81000	4562.93000	1555
