Resistance_timestamp	Resistance_symbol	Resistance_timeframe	Resistance_close	Best_Resistance
1780715994	XAUUSD	M15	4333.58	
1780716894	XAUUSD	M15	4329.73	
1780717794	XAUUSD	M15	4327.87	
1780718694	XAUUSD	M15	4344.61	
1780719594	XAUUSD	M15	4339.56	
1780720494	XAUUSD	M15	4342.45	
1780721394	XAUUSD	M15	4341.28	
1780722294	XAUUSD	M15	4341.68	
1780723194	XAUUSD	M15	4323.31	
1780724094	XAUUSD	M15	4325.94	
1780724994	XAUUSD	M15	4318.16	
1780725894	XAUUSD	M15	4322.37	
1780726794	XAUUSD	M15	4315.37	
1780727694	XAUUSD	M15	4323.85	
1780728594	XAUUSD	M15	4318.85	
1780729494	XAUUSD	M15	4318.75	
1780730394	XAUUSD	M15	4315.59	
1780731294	XAUUSD	M15	4322.47	
1780732194	XAUUSD	M15	4324.13	
1780733094	XAUUSD	M15	4328.74	
1780910394	XAUUSD	M15	4330.05	
1780911294	XAUUSD	M15	4316.74	
1780912194	XAUUSD	M15	4326.26	
1780913094	XAUUSD	M15	4317.47	
1780913994	XAUUSD	M15	4330.85	
1780914894	XAUUSD	M15	4334.02	
1780915794	XAUUSD	M15	4338.96	
1780916694	XAUUSD	M15	4343.96	
1780917594	XAUUSD	M15	4343.65	
1780918494	XAUUSD	M15	4351.37	
1780919394	XAUUSD	M15	4345.29	
1780920294	XAUUSD	M15	4342.43	
1780921194	XAUUSD	M15	4327.14	
1780922094	XAUUSD	M15	4314.77	
1780922994	XAUUSD	M15	4326.20	
1780923894	XAUUSD	M15	4325.44	
1780924794	XAUUSD	M15	4316.75	
1780925694	XAUUSD	M15	4315.09	
1780926594	XAUUSD	M15	4315.99	
1780927494	XAUUSD	M15	4310.65	
1780928394	XAUUSD	M15	4304.81	
1780929294	XAUUSD	M15	4307.23	
1780930194	XAUUSD	M15	4309.95	
1780931094	XAUUSD	M15	4316.92	
1780931994	XAUUSD	M15	4318.68	
1780932894	XAUUSD	M15	4319.96	
1780933794	XAUUSD	M15	4307.82	
1780934694	XAUUSD	M15	4312.80	
1780935594	XAUUSD	M15	4305.19	
1780936494	XAUUSD	M15	4311.93	
1780937394	XAUUSD	M15	4287.87	
1780938294	XAUUSD	M15	4291.94	
1780939194	XAUUSD	M15	4303.37	
1780940094	XAUUSD	M15	4305.75	
1780940994	XAUUSD	M15	4298.41	
1780941894	XAUUSD	M15	4300.07	
1780942794	XAUUSD	M15	4305.33	
1780943694	XAUUSD	M15	4306.16	
1780944594	XAUUSD	M15	4301.77	
1780945494	XAUUSD	M15	4294.50	
1780946394	XAUUSD	M15	4291.84	
1780947294	XAUUSD	M15	4288.16	
1780948194	XAUUSD	M15	4290.79	
1780949094	XAUUSD	M15	4288.78	
1780949994	XAUUSD	M15	4289.02	
1780950894	XAUUSD	M15	4279.87	
1780951794	XAUUSD	M15	4293.68	
1780952694	XAUUSD	M15	4294.31	
1780953594	XAUUSD	M15	4294.59	
1780954494	XAUUSD	M15	4293.83	
1780955394	XAUUSD	M15	4304.93	
1780956294	XAUUSD	M15	4302.06	
1780957194	XAUUSD	M15	4318.58	
1780958094	XAUUSD	M15	4325.31	
1780958994	XAUUSD	M15	4324.05	
1780959894	XAUUSD	M15	4331.28	
1780960794	XAUUSD	M15	4322.88	
1780961694	XAUUSD	M15	4330.13	
1780962594	XAUUSD	M15	4335.74	
1780963494	XAUUSD	M15	4333.10	
1780964394	XAUUSD	M15	4323.84	
1780965294	XAUUSD	M15	4331.33	
1780966194	XAUUSD	M15	4336.42	
1780967094	XAUUSD	M15	4326.79	
1780967994	XAUUSD	M15	4319.56	
1780968894	XAUUSD	M15	4320.06	
1780969794	XAUUSD	M15	4322.57	
1780970694	XAUUSD	M15	4331.06	
1780971594	XAUUSD	M15	4325.45	
1780972494	XAUUSD	M15	4330.68	
1780973394	XAUUSD	M15	4339.41	
1780974294	XAUUSD	M15	4341.94	
1780975194	XAUUSD	M15	4340.96	
1780976094	XAUUSD	M15	4340.95	
