Most_Recent_timestamp	Most_Recent_symbol	Most_Recent_timeframe	Most_Recent_close	Most_Recent_Base_FL	Most_Recent_UOEDT	Most_Recent_LOEDT	Most_Recent_horiz_high_map	Most_Recent_horiz_low_map	Most_Recent_ssa	Most_Recent_ema_ssa	Most_Recent_crossing
1780029862	XAUUSD	M5	4500.90						4510.79693	4510.79693	0
1780030162	XAUUSD	M5	4508.78						4512.24832	4511.52263	1
1780030462	XAUUSD	M5	4515.01						4512.45454	4511.98858	0
1780030762	XAUUSD	M5	4518.56				4520.75000		4511.53514	4511.76186	1
1780031062	XAUUSD	M5	4512.77						4509.83487	4510.79836	0
1780031362	XAUUSD	M5	4505.50						4508.16229	4509.48033	0
1780031662	XAUUSD	M5	4504.25						4507.01138	4508.24585	0
1780031962	XAUUSD	M5	4507.06						4506.37242	4507.30914	0
1780032262	XAUUSD	M5	4506.37						4506.03967	4506.67440	0
1780032562	XAUUSD	M5	4502.10						4505.95463	4506.31452	0
1780032862	XAUUSD	M5	4506.03						4506.12867	4506.22160	0
1780033162	XAUUSD	M5	4506.47						4506.29308	4506.25734	1
1780033462	XAUUSD	M5	4510.81						4506.36535	4506.31135	0
1780033762	XAUUSD	M5	4505.80						4506.22297	4506.26716	1
1780034062	XAUUSD	M5	4506.83						4506.02600	4506.14658	0
1780034362	XAUUSD	M5	4505.83						4505.79473	4505.97065	0
1780034662	XAUUSD	M5	4504.64						4505.59102	4505.78084	0
1780034962	XAUUSD	M5	4502.98						4505.43969	4505.61026	0
1780035262	XAUUSD	M5	4504.00						4505.31608	4505.46317	0
1780035562	XAUUSD	M5	4506.21						4505.12401	4505.29359	0
1780035862	XAUUSD	M5	4505.00						4504.73329	4505.01344	0
1780036162	XAUUSD	M5	4506.39						4504.08842	4504.55093	0
1780036462	XAUUSD	M5	4503.31						4503.14033	4503.84563	0
1780036762	XAUUSD	M5	4501.72						4501.96622	4502.90593	0
1780037062	XAUUSD	M5	4501.64						4500.66578	4501.78585	0
1780037362	XAUUSD	M5	4498.22						4499.35521	4500.57053	0
1780037662	XAUUSD	M5	4496.29						4498.20743	4499.38898	0
1780037962	XAUUSD	M5	4496.51						4497.34451	4498.36674	0
1780038262	XAUUSD	M5	4498.38						4496.82608	4497.59641	0
1780038562	XAUUSD	M5	4496.95						4496.64045	4497.11843	0
1780038862	XAUUSD	M5	4497.40						4496.81276	4496.96560	0
1780039162	XAUUSD	M5	4496.27					4494.93000	4497.30215	4497.13387	1
1780039462	XAUUSD	M5	4498.26						4498.07462	4497.60425	0
1780039762	XAUUSD	M5	4499.93						4499.02536	4498.31480	0
1780040062	XAUUSD	M5	4499.79						4500.07983	4499.19732	0
1780040362	XAUUSD	M5	4501.44						4501.22075	4500.20904	0
1780040662	XAUUSD	M5	4502.66						4502.41121	4501.31012	0
1780040962	XAUUSD	M5	4503.27						4503.61825	4502.46419	0
1780041262	XAUUSD	M5	4502.39						4504.81993	4503.64206	0
1780041562	XAUUSD	M5	4504.67						4506.02450	4504.83328	0
1780041862	XAUUSD	M5	4510.57						4507.17079	4506.00204	0
1780042162	XAUUSD	M5	4509.10						4508.11665	4507.05934	0
1780042462	XAUUSD	M5	4508.89						4508.91529	4507.98732	0
1780042762	XAUUSD	M5	4509.76						4509.61249	4508.79990	0
1780043062	XAUUSD	M5	4510.60						4510.23244	4509.51617	0
1780043362	XAUUSD	M5	4509.31						4510.77347	4510.14482	0
1780043662	XAUUSD	M5	4509.36						4511.24458	4510.69470	0
1780043962	XAUUSD	M5	4514.16						4511.58723	4511.14097	0
1780044262	XAUUSD	M5	4509.71						4511.61331	4511.37714	0
1780044562	XAUUSD	M5	4510.09						4511.35434	4511.36574	1
1780044862	XAUUSD	M5	4511.97						4510.79245	4511.07909	0
1780045162	XAUUSD	M5	4511.84						4509.95740	4510.51825	0
1780045462	XAUUSD	M5	4509.89						4509.00967	4509.76396	0
1780045762	XAUUSD	M5	4510.15						4508.21116	4508.98756	0
1780046062	XAUUSD	M5	4508.44						4507.77104	4508.37930	0
1780046362	XAUUSD	M5	4503.72						4507.88695	4508.13312	0
1780046662	XAUUSD	M5	4506.80						4508.71034	4508.42173	1
1780046962	XAUUSD	M5	4505.97						4510.07468	4509.24821	0
1780047262	XAUUSD	M5	4514.98						4511.78399	4510.51610	0
1780047562	XAUUSD	M5	4514.93						4513.37173	4511.94391	0
1780047862	XAUUSD	M5	4519.16						4514.62284	4513.28338	0
1780048162	XAUUSD	M5	4514.48						4515.34769	4514.31554	0
1780048462	XAUUSD	M5	4515.75						4515.70185	4515.00869	0
1780048762	XAUUSD	M5	4511.42						4515.82287	4515.41578	0
1780049062	XAUUSD	M5	4518.71						4516.02766	4515.72172	0
1780049362	XAUUSD	M5	4516.61						4516.34141	4516.03157	0
1780049662	XAUUSD	M5	4517.76						4516.90893	4516.47025	0
1780049962	XAUUSD	M5	4515.02						4517.67715	4517.07370	0
1780050262	XAUUSD	M5	4516.65						4518.56158	4517.81764	0
1780050562	XAUUSD	M5	4517.66						4519.31177	4518.56471	0
1780050862	XAUUSD	M5	4522.00						4519.70422	4519.13446	0
1780051162	XAUUSD	M5	4523.69						4519.53775	4519.33610	0
1780051462	XAUUSD	M5	4519.41						4518.82037	4519.07824	1
1780051762	XAUUSD	M5	4519.17						4517.85319	4518.46571	0
1780052062	XAUUSD	M5	4516.34						4516.94170	4517.70371	0
1780052362	XAUUSD	M5	4515.66						4516.45035	4517.07703	0
1780052662	XAUUSD	M5	4511.87						4516.60642	4516.84172	0
1780052962	XAUUSD	M5	4514.03						4517.55008	4517.19590	1
1780053262	XAUUSD	M5	4520.74						4519.09164	4518.14377	0
1780053562	XAUUSD	M5	4522.55						4520.79612	4519.46995	0
1780053862	XAUUSD	M5	4525.35						4522.26200	4520.86598	0
1780054162	XAUUSD	M5	4524.22						4523.09797	4521.98197	0
1780054462	XAUUSD	M5	4523.23						4523.12734	4522.55466	0
1780054762	XAUUSD	M5	4524.76						4522.33495	4522.44480	1
1780055062	XAUUSD	M5	4519.18						4520.80963	4521.62722	0
1780055362	XAUUSD	M5	4515.98						4518.91656	4520.27189	0
1780055662	XAUUSD	M5	4515.16						4517.01981	4518.64585	0
1780055962	XAUUSD	M5	4513.11						4515.39619	4517.02102	0
1780056262	XAUUSD	M5	4515.34						4514.26177	4515.64140	0
1780056562	XAUUSD	M5	4517.09						4513.62070	4514.63105	0
1780056862	XAUUSD	M5	4514.92						4513.40780	4514.01942	0
1780057162	XAUUSD	M5	4515.06						4513.59974	4513.80958	0
1780057462	XAUUSD	M5	4515.06						4514.12329	4513.96643	1
1780057762	XAUUSD	M5	4511.28						4514.92456	4514.44550	0
1780058062	XAUUSD	M5	4513.87					4510.03000	4516.07656	4515.26103	0
1780058362	XAUUSD	M5	4514.88						4517.52912	4516.39508	0
1780058662	XAUUSD	M5	4518.89						4519.29287	4517.84397	0
1780058962	XAUUSD	M5	4523.86						4521.29707	4519.57052	0
1780059262	XAUUSD	M5	4528.97						4523.42117	4521.49585	0
1780059562	XAUUSD	M5	4527.92						4525.49938	4523.49761	0
1780059862	XAUUSD	M5	4522.69						4527.47400	4525.48581	0
1780060162	XAUUSD	M5	4528.85						4529.33682	4527.41131	0
1780060462	XAUUSD	M5	4528.60						4530.80414	4529.10772	0
1780060762	XAUUSD	M5	4528.82						4531.76733	4530.43753	0
1780061062	XAUUSD	M5	4532.38						4532.14585	4531.29169	0
1780061362	XAUUSD	M5	4537.20						4531.87196	4531.58182	0
1780061662	XAUUSD	M5	4532.70						4530.95586	4531.26884	1
1780061962	XAUUSD	M5	4531.09						4529.73859	4530.50372	0
1780062262	XAUUSD	M5	4526.02						4528.55839	4529.53106	0
1780062562	XAUUSD	M5	4526.45						4527.83699	4528.68402	0
1780062862	XAUUSD	M5	4528.54						4527.81057	4528.24730	0
1780063162	XAUUSD	M5	4526.76						4528.56247	4528.40488	1
1780063462	XAUUSD	M5	4527.61						4530.11437	4529.25963	0
1780063762	XAUUSD	M5	4530.50						4532.27424	4530.76693	0
1780064062	XAUUSD	M5	4538.80						4534.68001	4532.72347	0
1780064362	XAUUSD	M5	4541.41				4543.31000		4536.80481	4534.76414	0
1780064662	XAUUSD	M5	4537.92						4538.27971	4536.52193	0
1780064962	XAUUSD	M5	4537.13						4538.97240	4537.74716	0
1780065262	XAUUSD	M5	4536.97						4538.81360	4538.28038	0
1780065562	XAUUSD	M5	4538.58						4537.84255	4538.06147	1
1780065862	XAUUSD	M5	4535.93						4536.18116	4537.12132	0
1780066162	XAUUSD	M5	4532.53						4534.14586	4535.63359	0
1780066462	XAUUSD	M5	4532.46						4532.09993	4533.86676	0
1780066762	XAUUSD	M5	4531.67						4530.32494	4532.09585	0
1780067062	XAUUSD	M5	4531.26						4529.06210	4530.57897	0
1780067362	XAUUSD	M5	4528.10						4528.44826	4529.51362	0
1780067662	XAUUSD	M5	4527.14						4528.57743	4529.04552	0
1780067962	XAUUSD	M5	4528.41						4529.35905	4529.20229	1
1780068262	XAUUSD	M5	4531.07						4530.54973	4529.87601	0
1780068562	XAUUSD	M5	4529.28						4531.80892	4530.84246	0
1780068862	XAUUSD	M5	4533.80						4532.86577	4531.85412	0
1780069162	XAUUSD	M5	4538.36						4533.32392	4532.58902	0
1780069462	XAUUSD	M5	4529.43						4532.84387	4532.71645	0
1780069762	XAUUSD	M5	4530.22						4531.51136	4532.11390	1
1780070062	XAUUSD	M5	4528.39						4529.35118	4530.73254	0
1780070362	XAUUSD	M5	4529.83						4526.58063	4528.65659	0
1780070662	XAUUSD	M5	4523.53						4523.48034	4526.06846	0
1780070962	XAUUSD	M5	4522.39						4520.57220	4523.32033	0
1780071262	XAUUSD	M5	4517.10						4518.25835	4520.78934	0
1780071562	XAUUSD	M5	4517.27						4516.93009	4518.85971	0
1780071862	XAUUSD	M5	4514.13					4512.71000	4516.68479	4517.77225	0
1780072162	XAUUSD	M5	4515.41						4517.49912	4517.63568	0
1780072462	XAUUSD	M5	4518.58						4519.07673	4518.35621	1
1780072762	XAUUSD	M5	4523.03						4520.96895	4519.66258	0
1780073062	XAUUSD	M5	4524.27						4522.69698	4521.17978	0
1780073362	XAUUSD	M5	4525.73						4523.95601	4522.56790	0
1780073662	XAUUSD	M5	4522.89						4524.64534	4523.60662	0
1780073962	XAUUSD	M5	4522.68						4524.99010	4524.29836	0
1780074262	XAUUSD	M5	4526.25						4525.33102	4524.81469	0
1780074562	XAUUSD	M5	4528.06						4526.00697	4525.41083	0
1780074862	XAUUSD	M5	4525.27						4527.36675	4526.38879	0
1780075162	XAUUSD	M5	4531.73						4529.71692	4528.05285	0
1780075462	XAUUSD	M5	4533.05						4532.90606	4530.47946	0
1780075762	XAUUSD	M5	4535.99						4536.61017	4533.54481	0
1780076062	XAUUSD	M5	4538.56						4540.23724	4536.89103	0
1780076362	XAUUSD	M5	4536.80						4543.09707	4539.99405	0
1780076662	XAUUSD	M5	4548.02						4544.65606	4542.32505	0
1780076962	XAUUSD	M5	4551.21						4544.31994	4543.32250	0
1780077262	XAUUSD	M5	4543.88						4542.07050	4542.69650	1
1780077562	XAUUSD	M5	4537.72						4538.58612	4540.64131	0
1780077862	XAUUSD	M5	4531.31						4534.90446	4537.77288	0
1780078162	XAUUSD	M5	4529.84						4532.24643	4535.00966	0
1780078462	XAUUSD	M5	4536.21						4531.66639	4533.33802	0
1780078762	XAUUSD	M5	4531.89						4533.77311	4533.55557	1
1780079062	XAUUSD	M5	4540.30						4538.94205	4536.24881	0
1780079362	XAUUSD	M5	4539.79						4546.73654	4541.49267	0
1780079662	XAUUSD	M5	4557.00						4556.42168	4548.95718	0
1780079962	XAUUSD	M5	4564.28						4566.54199	4557.74959	0
1780080262	XAUUSD	M5	4578.41						4575.77685	4566.76322	0
1780080562	XAUUSD	M5	4588.06						4582.83095	4574.79708	0
1780080862	XAUUSD	M5	4590.10				4595.19000		4586.89842	4580.84775	0
1780081162	XAUUSD	M5	4588.60						4587.85213	4584.34994	0
1780081462	XAUUSD	M5	4585.01						4586.11423	4585.23209	0
1780081762	XAUUSD	M5	4578.66						4582.50284	4583.86746	1
1780082062	XAUUSD	M5	4578.28						4578.04370	4580.95558	0
1780082362	XAUUSD	M5	4573.01						4573.57315	4577.26437	0
1780082662	XAUUSD	M5	4566.64						4569.82701	4573.54569	0
1780082962	XAUUSD	M5	4564.98						4567.26711	4570.40640	0
1780083262	XAUUSD	M5	4568.99						4565.93402	4568.17021	0
1780083562	XAUUSD	M5	4571.07						4565.49908	4566.83465	0
1780083862	XAUUSD	M5	4567.98						4565.56612	4566.20038	0
1780084162	XAUUSD	M5	4564.30						4565.86772	4566.03405	0
1780084462	XAUUSD	M5	4563.71						4566.22947	4566.13176	1
1780084762	XAUUSD	M5	4565.39						4566.52684	4566.32930	0
1780085062	XAUUSD	M5	4564.25						4566.68990	4566.50960	0
1780085362	XAUUSD	M5	4563.06						4566.77756	4566.64358	0
1780085662	XAUUSD	M5	4569.01						4566.88068	4566.76213	0
1780085962	XAUUSD	M5	4572.02						4566.90732	4566.83473	0
1780086262	XAUUSD	M5	4569.56						4566.82174	4566.82823	1
1780086562	XAUUSD	M5	4564.81						4566.70868	4566.76846	0
1780086862	XAUUSD	M5	4565.36						4566.67636	4566.72241	0
1780087162	XAUUSD	M5	4566.86						4566.67657	4566.69949	0
1780087462	XAUUSD	M5	4564.42						4566.59780	4566.64865	0
1780087762	XAUUSD	M5	4567.35						4566.38784	4566.51824	0
1780088062	XAUUSD	M5	4564.43						4565.87676	4566.19750	0
1780088362	XAUUSD	M5	4565.60						4565.02984	4565.61367	0
1780088662	XAUUSD	M5	4565.55						4563.77269	4564.69318	0
1780088962	XAUUSD	M5	4561.95						4562.10830	4563.40074	0
1780089262	XAUUSD	M5	4561.36						4560.20854	4561.80464	0
1780089562	XAUUSD	M5	4558.72						4558.24715	4560.02589	0
1780089862	XAUUSD	M5	4554.11						4556.49328	4558.25959	0
1780090162	XAUUSD	M5	4555.94						4555.26295	4556.76127	0
1780090462	XAUUSD	M5	4553.51						4554.67580	4555.71853	0
1780090762	XAUUSD	M5	4553.44						4554.83811	4555.27832	0
1780091062	XAUUSD	M5	4557.28						4555.67157	4555.47494	1
1780091362	XAUUSD	M5	4557.93						4556.87634	4556.17564	0
1780091662	XAUUSD	M5	4558.14						4558.15161	4557.16362	0
1780091962	XAUUSD	M5	4558.65						4559.19713	4558.18037	0
1780092262	XAUUSD	M5	4558.59						4559.76500	4558.97269	0
1780092562	XAUUSD	M5	4559.28						4559.73434	4559.35351	0
1780092862	XAUUSD	M5	4560.86						4559.11475	4559.23413	1
1780093162	XAUUSD	M5	4560.13						4558.05814	4558.64614	0
1780093462	XAUUSD	M5	4557.96						4556.83412	4557.74013	0
1780093762	XAUUSD	M5	4553.06						4555.75294	4556.74654	0
1780094062	XAUUSD	M5	4554.26						4555.12902	4555.93778	0
1780094362	XAUUSD	M5	4553.10						4555.02674	4555.48226	0
1780094662	XAUUSD	M5	4554.50						4555.41742	4555.44984	0
1780094962	XAUUSD	M5	4558.42						4556.08010	4555.76497	1
1780095262	XAUUSD	M5	4558.26						4556.67389	4556.21943	0
1780095562	XAUUSD	M5	4557.74						4556.94362	4556.58153	0
1780095862	XAUUSD	M5	4556.42						4556.70087	4556.64120	0
1780096162	XAUUSD	M5	4555.30						4555.87308	4556.25714	1
1780096462	XAUUSD	M5	4553.57						4554.49193	4555.37453	0
1780096762	XAUUSD	M5	4552.54						4552.70569	4554.04011	0
1780097062	XAUUSD	M5	4551.53						4550.71891	4552.37951	0
1780097362	XAUUSD	M5	4548.69						4548.77496	4550.57723	0
1780097662	XAUUSD	M5	4546.51						4547.13814	4548.85769	0
1780097962	XAUUSD	M5	4545.67						4545.99478	4547.42624	0
1780098262	XAUUSD	M5	4544.51						4545.40490	4546.41557	0
1780098562	XAUUSD	M5	4545.84						4545.33083	4545.87320	0
1780098862	XAUUSD	M5	4548.83						4545.57409	4545.72365	0
1780099162	XAUUSD	M5	4545.92						4545.83486	4545.77925	1
1780099462	XAUUSD	M5	4545.13						4545.92362	4545.85144	0
1780099762	XAUUSD	M5	4542.78						4545.63156	4545.74150	1
1780100062	XAUUSD	M5	4543.36						4544.85740	4545.29945	0
1780100362	XAUUSD	M5	4543.01						4543.51482	4544.40713	0
1780100662	XAUUSD	M5	4543.77						4541.65649	4543.03181	0
1780100962	XAUUSD	M5	4541.99						4539.40637	4541.21909	0
