z-score_timestamp	z-score_symbol	z-score_timeframe	z-score_close	z-score_open	z-score_high	z-score_low	body_direction	body_size	body_classification
1781185294	XAUUSD	M5	4090.07	4093.93	4094.41	4088.87	-1	0.05671	3
1781185594	XAUUSD	M5	4082.25	4089.97	4090.01	4081.70	-1	0.90424	3
1781185894	XAUUSD	M5	4073.00	4082.38	4085.03	4071.31	-1	1.31218	3
1781186194	XAUUSD	M5	4066.73	4073.22	4076.13	4064.99	-1	0.58977	3
1781186494	XAUUSD	M5	4059.48	4066.93	4067.77	4055.16	-1	0.82519	3
1781186794	XAUUSD	M5	4054.88	4059.46	4060.04	4052.60	-1	0.10718	3
1781187094	XAUUSD	M5	4062.64	4054.89	4063.95	4054.89	1	0.89537	0
1781187394	XAUUSD	M5	4067.81	4062.55	4073.30	4062.31	1	0.27364	0
1781187694	XAUUSD	M5	4075.02	4067.86	4075.60	4067.72	1	0.74428	0
1781187994	XAUUSD	M5	4076.54	4075.02	4078.58	4069.82	1	0.66152	0
1781188294	XAUUSD	M5	4065.66	4076.60	4076.60	4064.56	-1	1.67669	4
1781188594	XAUUSD	M5	4065.61	4065.88	4071.54	4065.35	-1	0.97251	3
1781188894	XAUUSD	M5	4062.83	4065.69	4065.78	4060.08	-1	0.33028	3
1781189194	XAUUSD	M5	4063.38	4062.74	4064.19	4056.82	1	0.88052	0
1781189494	XAUUSD	M5	4067.28	4063.09	4068.06	4062.57	1	0.00002	0
1781189794	XAUUSD	M5	4070.49	4067.31	4070.50	4064.47	1	0.25196	0
1781190094	XAUUSD	M5	4067.40	4070.43	4071.88	4066.12	-1	0.29011	3
1781190394	XAUUSD	M5	4065.66	4067.40	4068.76	4064.99	-1	0.61237	3
1781190694	XAUUSD	M5	4073.08	4065.66	4075.50	4064.88	1	0.84799	0
1781190994	XAUUSD	M5	4072.81	4073.08	4075.24	4072.13	-1	0.98892	3
1781191294	XAUUSD	M5	4072.71	4072.84	4075.83	4071.55	-1	1.02456	3
1781191594	XAUUSD	M5	4080.02	4072.73	4080.02	4070.13	1	0.81315	0
1781191894	XAUUSD	M5	4082.89	4080.10	4083.28	4078.20	1	0.34174	0
1781192194	XAUUSD	M5	4081.75	4082.89	4083.44	4079.36	-1	0.76256	3
1781192494	XAUUSD	M5	4081.29	4081.69	4085.49	4080.33	-1	0.94899	3
1781192794	XAUUSD	M5	4077.64	4081.28	4082.27	4076.45	-1	0.11640	3
1781193094	XAUUSD	M5	4077.79	4077.64	4083.67	4077.64	1	1.01374	0
1781193394	XAUUSD	M5	4078.71	4077.77	4079.56	4074.79	1	0.80627	0
1781193694	XAUUSD	M5	4082.01	4078.65	4083.92	4078.36	1	0.17518	0
1781193994	XAUUSD	M5	4083.50	4082.03	4085.84	4081.97	1	0.67368	0
1781194294	XAUUSD	M5	4083.79	4083.54	4085.34	4079.70	1	0.99379	0
1781194594	XAUUSD	M5	4082.73	4083.81	4084.97	4081.63	-1	0.77223	3
1781194894	XAUUSD	M5	4077.83	4082.73	4083.20	4075.56	-1	0.24276	3
1781195194	XAUUSD	M5	4079.61	4078.00	4080.71	4075.53	1	0.63004	0
1781195494	XAUUSD	M5	4077.44	4079.49	4079.71	4076.71	-1	0.51404	3
1781195794	XAUUSD	M5	4079.43	4077.44	4081.18	4075.30	1	0.52929	0
1781196094	XAUUSD	M5	4077.06	4079.41	4081.18	4076.42	-1	0.43137	3
1781196394	XAUUSD	M5	4075.17	4077.06	4080.04	4072.73	-1	0.55070	3
1781196694	XAUUSD	M5	4095.02	4075.44	4095.92	4075.15	1	4.05811	2
1781196994	XAUUSD	M5	4093.72	4095.12	4096.63	4090.65	-1	0.67484	3
1781197294	XAUUSD	M5	4099.58	4093.72	4099.67	4093.72	1	0.48960	0
1781197594	XAUUSD	M5	4100.49	4099.55	4106.21	4096.88	1	0.79383	0
1781197894	XAUUSD	M5	4094.02	4100.23	4101.11	4093.52	-1	0.57806	3
1781198194	XAUUSD	M5	4094.32	4094.06	4098.60	4093.83	1	0.97020	0
1781198494	XAUUSD	M5	4084.67	4094.28	4094.81	4084.67	-1	1.46102	3
1781198794	XAUUSD	M5	4080.80	4084.79	4085.75	4078.86	-1	0.00169	3
1781199094	XAUUSD	M5	4084.48	4080.93	4084.67	4076.39	1	0.11296	0
1781199394	XAUUSD	M5	4086.70	4084.44	4088.56	4081.97	1	0.44800	0
1781199694	XAUUSD	M5	4091.27	4086.71	4091.30	4086.71	1	0.15451	0
1781199994	XAUUSD	M5	4086.87	4091.29	4093.06	4086.24	-1	0.11619	3
1781200294	XAUUSD	M5	4084.24	4086.94	4088.16	4083.91	-1	0.33475	3
1781200594	XAUUSD	M5	4088.27	4084.19	4091.19	4083.13	1	0.03723	0
1781200894	XAUUSD	M5	4092.79	4088.27	4092.90	4087.07	1	0.15451	0
1781201194	XAUUSD	M5	4091.88	4092.79	4094.21	4091.09	-1	0.80882	3
1781201494	XAUUSD	M5	4097.56	4091.85	4097.56	4091.23	1	0.47877	0
1781201794	XAUUSD	M5	4094.27	4097.55	4097.57	4091.80	-1	0.16826	3
