Fractal_timestamp	Fractal_symbol	Fractal_timeframe	Fractal_close	Fractal_Best_FL	Fractal_UOEDT	Fractal_LOEDT
1780574589	XAUUSD	M5	4449.95			
1780574889	XAUUSD	M5	4451.11			
1780575189	XAUUSD	M5	4448.54			
1780575489	XAUUSD	M5	4453.77			
1780575789	XAUUSD	M5	4459.50			
1780576089	XAUUSD	M5	4464.55			
1780576389	XAUUSD	M5	4464.58			
1780576689	XAUUSD	M5	4469.74			
1780576989	XAUUSD	M5	4465.94			
1780577289	XAUUSD	M5	4465.89			
1780577589	XAUUSD	M5	4468.49			
1780577889	XAUUSD	M5	4459.32			
1780578189	XAUUSD	M5	4466.20			
1780578489	XAUUSD	M5	4461.44			
1780578789	XAUUSD	M5	4465.68			
1780579089	XAUUSD	M5	4462.32			
1780579389	XAUUSD	M5	4458.29			
1780579689	XAUUSD	M5	4463.11			
1780579989	XAUUSD	M5	4461.81			
1780580289	XAUUSD	M5	4460.24			
1780580589	XAUUSD	M5	4460.53			
1780580889	XAUUSD	M5	4460.98			
1780581189	XAUUSD	M5	4458.00			
1780581489	XAUUSD	M5	4462.49			
1780581789	XAUUSD	M5	4470.31			
1780582089	XAUUSD	M5	4474.40			
1780582389	XAUUSD	M5	4475.18			
1780582689	XAUUSD	M5	4472.77			
1780582989	XAUUSD	M5	4474.15			
1780583289	XAUUSD	M5	4472.05			
1780583589	XAUUSD	M5	4469.72			
1780583889	XAUUSD	M5	4467.78			
1780584189	XAUUSD	M5	4469.23			
1780584489	XAUUSD	M5	4467.70			
1780584789	XAUUSD	M5	4465.23			
1780585089	XAUUSD	M5	4461.06			
1780585389	XAUUSD	M5	4459.79			
1780585689	XAUUSD	M5	4463.45			
1780585989	XAUUSD	M5	4463.88			
1780586289	XAUUSD	M5	4464.03			
1780586589	XAUUSD	M5	4463.94			
1780586889	XAUUSD	M5	4471.08			
1780587189	XAUUSD	M5	4471.71			
1780587489	XAUUSD	M5	4474.19			
1780587789	XAUUSD	M5	4474.79			
1780588089	XAUUSD	M5	4480.57			
1780588389	XAUUSD	M5	4481.13			
1780588689	XAUUSD	M5	4482.71			
1780588989	XAUUSD	M5	4479.51			
1780589289	XAUUSD	M5	4479.78			
1780589589	XAUUSD	M5	4480.85			
1780589889	XAUUSD	M5	4477.51			
1780590189	XAUUSD	M5	4473.86			
1780590489	XAUUSD	M5	4477.09			
1780590789	XAUUSD	M5	4476.38			
1780591089	XAUUSD	M5	4472.74			
1780591389	XAUUSD	M5	4473.40			
1780591689	XAUUSD	M5	4473.65			
1780591989	XAUUSD	M5	4471.32			
1780592289	XAUUSD	M5	4474.74			
1780592589	XAUUSD	M5	4467.50			
1780592889	XAUUSD	M5	4469.31			
1780593189	XAUUSD	M5	4469.24			
1780593489	XAUUSD	M5	4473.63			
1780593789	XAUUSD	M5	4475.98			
1780594089	XAUUSD	M5	4474.14			
1780594389	XAUUSD	M5	4469.32			
1780594689	XAUUSD	M5	4468.07			
1780594989	XAUUSD	M5	4472.25			
1780595289	XAUUSD	M5	4474.97			
1780595589	XAUUSD	M5	4473.07			
1780595889	XAUUSD	M5	4469.34			
1780596189	XAUUSD	M5	4467.05			
1780596489	XAUUSD	M5	4467.73			
1780596789	XAUUSD	M5	4467.78			
1780597089	XAUUSD	M5	4470.21			
1780597389	XAUUSD	M5	4465.79			
1780597689	XAUUSD	M5	4464.15			
1780597989	XAUUSD	M5	4469.31			
1780598289	XAUUSD	M5	4465.99			
1780598589	XAUUSD	M5	4465.20			
1780598889	XAUUSD	M5	4463.76			
1780599189	XAUUSD	M5	4463.57			
1780599489	XAUUSD	M5	4461.38			
1780599789	XAUUSD	M5	4461.34			
1780600089	XAUUSD	M5	4461.55			
1780600389	XAUUSD	M5	4461.73			
1780600689	XAUUSD	M5	4465.84			
1780600989	XAUUSD	M5	4465.76			
1780601289	XAUUSD	M5	4460.84			
1780601589	XAUUSD	M5	4464.09			
1780601889	XAUUSD	M5	4459.84			
1780602189	XAUUSD	M5	4463.51			
1780602489	XAUUSD	M5	4464.65			
1780602789	XAUUSD	M5	4460.67			
1780603089	XAUUSD	M5	4463.44			
1780603389	XAUUSD	M5	4460.17			
1780603689	XAUUSD	M5	4463.55			
1780603989	XAUUSD	M5	4463.35			
