Best_Fit_timestamp	Best_Fit_symbol	Best_Fit_timeframe	Best_Fit_close	Best_Fit_Base_FL	Best_Fit_UOEDT	Best_Fit_LOEDT	Best_Fit_horiz_high_map	Best_Fit_horiz_low_map	Best_Fit_ssa	Best_Fit_ema_ssa	Best_Fit_crossing
1780056604	XAUUSD	M5	4500.90						4510.79693107	4510.79693107	0
1780056904	XAUUSD	M5	4508.78						4512.24831932	4511.52262520	1
1780057204	XAUUSD	M5	4515.01						4512.45454439	4511.98858479	0
1780057504	XAUUSD	M5	4518.56				4520.75000		4511.53514400	4511.76186439	1
1780057804	XAUUSD	M5	4512.77						4509.83486557	4510.79836498	0
1780058104	XAUUSD	M5	4505.50						4508.16228520	4509.48032509	0
1780058404	XAUUSD	M5	4504.25						4507.01138348	4508.24585428	0
1780058704	XAUUSD	M5	4507.06						4506.37242139	4507.30913784	0
1780059004	XAUUSD	M5	4506.37						4506.03967181	4506.67440482	0
1780059304	XAUUSD	M5	4502.10						4505.95463425	4506.31451954	0
1780059604	XAUUSD	M5	4506.03						4506.12867195	4506.22159574	0
1780059904	XAUUSD	M5	4506.47						4506.29308203	4506.25733889	1
1780060204	XAUUSD	M5	4510.81						4506.36535131	4506.31134510	0
1780060504	XAUUSD	M5	4505.80						4506.22296642	4506.26715576	1
1780060804	XAUUSD	M5	4506.83						4506.02599591	4506.14657584	0
1780061104	XAUUSD	M5	4505.83						4505.79472501	4505.97065042	0
1780061404	XAUUSD	M5	4504.64						4505.59102191	4505.78083617	0
1780061704	XAUUSD	M5	4502.98						4505.43969011	4505.61026314	0
1780062004	XAUUSD	M5	4504.00						4505.31607951	4505.46317132	0
1780062304	XAUUSD	M5	4506.21						4505.12400709	4505.29358921	0
1780062604	XAUUSD	M5	4505.00						4504.73328754	4505.01343837	0
1780062904	XAUUSD	M5	4506.39						4504.08841814	4504.55092826	0
1780063204	XAUUSD	M5	4503.31						4503.14033304	4503.84563065	0
1780063504	XAUUSD	M5	4501.72						4501.96622330	4502.90592697	0
1780063804	XAUUSD	M5	4501.64						4500.66577517	4501.78585107	0
1780064104	XAUUSD	M5	4498.22						4499.35521401	4500.57053254	0
1780064404	XAUUSD	M5	4496.29						4498.20743304	4499.38898279	0
1780064704	XAUUSD	M5	4496.51						4497.34450652	4498.36674466	0
1780065004	XAUUSD	M5	4498.38						4496.82607980	4497.59641223	0
1780065304	XAUUSD	M5	4496.95						4496.64044677	4497.11842950	0
1780065604	XAUUSD	M5	4497.40						4496.81276253	4496.96559601	0
1780065904	XAUUSD	M5	4496.27					4494.93000	4497.30214903	4497.13387252	1
