z-score_timestamp	z-score_symbol	z-score_timeframe	z-score_close	z-score_open	z-score_high	z-score_low	body_direction	body_size	body_classification
1789124401	XAUUSD	M15	4338.06	4337.52	4342.53	4334.61	1	0.92711	0
1789125301	XAUUSD	M15	4336.43	4338.07	4341.65	4336.04	-1	0.62000	3
1789126201	XAUUSD	M15	4334.61	4336.43	4337.21	4330.16	-1	0.56999	3
1789127101	XAUUSD	M15	4333.35	4334.71	4336.17	4330.83	-1	0.69477	3
1789128001	XAUUSD	M15	4327.76	4333.60	4334.84	4324.98	-1	0.54204	3
1789128901	XAUUSD	M15	4341.27	4327.96	4343.21	4327.64	1	2.57960	2
1789129801	XAUUSD	M15	4354.26	4341.42	4362.49	4292.06	1	2.42775	1
1789130701	XAUUSD	M15	4388.66	4353.92	4390.10	4352.54	1	7.76772	2
1789131601	XAUUSD	M15	4389.65	4388.30	4394.32	4380.56	1	0.66587	0
1789132501	XAUUSD	M15	4389.94	4389.35	4398.49	4380.53	1	0.85852	0
1789133401	XAUUSD	M15	4394.70	4390.20	4400.17	4381.71	1	0.13225	0
1789134301	XAUUSD	M15	4401.66	4394.69	4402.43	4387.22	1	0.75731	0
1789135201	XAUUSD	M15	4383.05	4401.67	4402.51	4381.69	-1	3.64436	5
1789136101	XAUUSD	M15	4375.09	4382.86	4385.44	4374.40	-1	0.93159	3
1789137001	XAUUSD	M15	4371.24	4375.07	4375.52	4364.81	-1	0.05086	3
1789137901	XAUUSD	M15	4370.80	4371.39	4384.11	4370.51	-1	0.85569	3
1789138801	XAUUSD	M15	4362.20	4370.70	4372.83	4359.26	-1	1.11245	3
1789139701	XAUUSD	M15	4370.53	4362.42	4372.31	4361.52	1	1.01083	0
1789140601	XAUUSD	M15	4372.95	4370.54	4377.09	4369.11	1	0.40804	0
1789141501	XAUUSD	M15	4367.05	4372.85	4373.77	4365.20	-1	0.43365	3
1789142401	XAUUSD	M15	4361.27	4367.03	4372.70	4361.01	-1	0.42095	3
1789143301	XAUUSD	M15	4354.89	4361.38	4363.97	4351.95	-1	0.59971	3
1789144201	XAUUSD	M15	4363.54	4354.88	4365.78	4353.42	1	1.13613	0
1789145101	XAUUSD	M15	4361.67	4363.51	4364.97	4360.30	-1	0.56303	3
1789146001	XAUUSD	M15	4365.89	4361.85	4368.83	4360.84	1	0.01623	0
1789146901	XAUUSD	M15	4366.98	4365.63	4369.69	4363.43	1	0.68663	0
1789147801	XAUUSD	M15	4362.04	4366.88	4370.43	4360.00	-1	0.18084	3
1789148701	XAUUSD	M15	4358.22	4362.03	4363.75	4357.89	-1	0.07658	3
1789149601	XAUUSD	M15	4346.82	4358.23	4360.07	4345.98	-1	1.80753	4
1789150501	XAUUSD	M15	4350.60	4346.85	4352.91	4344.28	1	0.09543	0
1789151401	XAUUSD	M15	4346.97	4350.58	4351.51	4345.78	-1	0.13131	3
1789152301	XAUUSD	M15	4346.94	4347.08	4347.38	4344.29	-1	0.99173	3
1789153201	XAUUSD	M15	4351.96	4346.96	4352.01	4344.42	1	0.21394	0
1789154101	XAUUSD	M15	4347.34	4351.94	4353.68	4347.34	-1	0.11885	3
1789155001	XAUUSD	M15	4346.19	4347.45	4348.35	4345.15	-1	0.71114	3
1789155901	XAUUSD	M15	4348.79	4346.11	4349.42	4342.78	1	0.35473	0
1789156801	XAUUSD	M15	4348.34	4348.54	4351.43	4348.26	-1	0.97175	3
1789157701	XAUUSD	M15	4348.79	4348.34	4350.32	4346.27	1	0.90852	0
1789158601	XAUUSD	M15	4346.47	4348.75	4349.05	4345.88	-1	0.44843	3
1789159501	XAUUSD	M15	4349.02	4346.44	4349.34	4345.57	1	0.37259	0
1789336801	XAUUSD	M15	4330.85	4333.51	4341.00	4330.15	-1	0.35012	3
1789337701	XAUUSD	M15	4336.17	4330.86	4336.44	4328.31	1	0.31407	0
1789338601	XAUUSD	M15	4337.23	4336.12	4338.06	4333.82	1	0.73827	0
1789339501	XAUUSD	M15	4337.87	4337.22	4339.81	4335.23	1	0.85335	0
1789340401	XAUUSD	M15	4339.60	4337.86	4342.44	4337.86	1	0.57741	0
1789341301	XAUUSD	M15	4339.42	4339.60	4340.51	4335.73	-1	0.96626	3
1789342201	XAUUSD	M15	4337.90	4339.36	4342.02	4337.90	-1	0.64507	3
1789343101	XAUUSD	M15	4332.81	4337.95	4338.20	4331.87	-1	0.27553	3
1789344001	XAUUSD	M15	4342.68	4332.62	4347.51	4329.88	1	1.50046	1
1789344901	XAUUSD	M15	4337.92	4342.63	4345.06	4333.14	-1	0.16299	3
1789345801	XAUUSD	M15	4338.25	4337.94	4340.68	4332.20	1	0.93264	0
1789346701	XAUUSD	M15	4338.54	4338.22	4343.44	4337.34	1	0.92583	0
1789347601	XAUUSD	M15	4331.66	4338.83	4344.61	4329.60	-1	0.78399	3
1789348501	XAUUSD	M15	4335.52	4331.58	4337.97	4326.31	1	0.01860	0
1789349401	XAUUSD	M15	4342.34	4335.70	4346.63	4328.38	1	0.65451	0
1789350301	XAUUSD	M15	4353.38	4342.45	4355.19	4342.45	1	1.71769	1
1789351201	XAUUSD	M15	4349.35	4353.35	4354.91	4348.46	-1	0.01241	3
1789352101	XAUUSD	M15	4352.17	4349.34	4354.10	4348.23	1	0.30395	0
1789353001	XAUUSD	M15	4345.68	4352.17	4355.34	4343.22	-1	0.61112	3
1789353901	XAUUSD	M15	4330.93	4345.69	4348.13	4330.25	-1	2.65134	5
1789354801	XAUUSD	M15	4333.46	4330.92	4336.12	4327.47	1	0.37850	0
1789355701	XAUUSD	M15	4334.82	4333.46	4336.53	4332.02	1	0.66750	0
1789356601	XAUUSD	M15	4329.00	4334.93	4335.29	4327.22	-1	0.47262	3
1789357501	XAUUSD	M15	4330.45	4329.27	4333.60	4328.66	1	0.71043	0
1789358401	XAUUSD	M15	4329.15	4330.39	4331.73	4329.11	-1	0.69287	3
1789359301	XAUUSD	M15	4331.47	4329.18	4331.64	4328.89	1	0.43040	0
1789360201	XAUUSD	M15	4323.42	4331.47	4331.61	4323.42	-1	0.99937	3
1789361101	XAUUSD	M15	4329.53	4323.45	4331.55	4322.17	1	0.50842	0
1789362001	XAUUSD	M15	4330.74	4329.51	4332.67	4326.60	1	0.69722	0
1789362901	XAUUSD	M15	4326.93	4330.80	4332.14	4326.39	-1	0.04021	3
1789363801	XAUUSD	M15	4331.04	4326.57	4337.11	4325.54	1	0.10803	0
1789364701	XAUUSD	M15	4337.34	4331.08	4337.39	4323.40	1	0.55407	0
1789365601	XAUUSD	M15	4329.93	4337.43	4338.75	4327.07	-1	0.85929	3
1789366501	XAUUSD	M15	4330.20	4329.94	4332.59	4326.97	1	0.93762	0
1789367401	XAUUSD	M15	4327.26	4330.19	4332.34	4325.16	-1	0.27425	3
1789368301	XAUUSD	M15	4322.20	4327.27	4329.69	4320.65	-1	0.25740	3
1789369201	XAUUSD	M15	4323.96	4322.13	4324.20	4317.66	1	0.54768	0
1789370101	XAUUSD	M15	4316.89	4323.96	4324.28	4316.38	-1	0.75175	3
1789371001	XAUUSD	M15	4319.23	4316.87	4319.52	4315.68	1	0.41741	0
1789371901	XAUUSD	M15	4310.86	4319.23	4321.96	4307.95	-1	1.07288	3
1789372801	XAUUSD	M15	4313.29	4311.19	4318.21	4310.83	1	0.48397	0
1789373701	XAUUSD	M15	4310.62	4313.21	4314.39	4310.21	-1	0.36400	3
1789374601	XAUUSD	M15	4311.82	4310.62	4316.02	4309.67	1	0.70602	0
1789375501	XAUUSD	M15	4306.62	4311.85	4313.29	4303.34	-1	0.29307	3
1789376401	XAUUSD	M15	4305.87	4306.69	4311.70	4304.97	-1	0.80442	3
1789377301	XAUUSD	M15	4288.06	4305.85	4306.01	4280.55	-1	3.36598	5
1789378201	XAUUSD	M15	4281.41	4287.98	4289.74	4279.23	-1	0.60740	3
1789379101	XAUUSD	M15	4285.49	4281.42	4288.30	4278.82	1	0.00895	0
1789380001	XAUUSD	M15	4288.55	4285.48	4289.40	4278.28	1	0.25377	0
1789380901	XAUUSD	M15	4291.16	4288.43	4292.59	4285.87	1	0.33655	0
1789381801	XAUUSD	M15	4293.91	4291.22	4294.96	4289.40	1	0.34726	0
1789382701	XAUUSD	M15	4294.75	4293.91	4296.57	4290.21	1	0.80130	0
1789383601	XAUUSD	M15	4292.11	4294.71	4296.82	4291.12	-1	0.36956	3
1789384501	XAUUSD	M15	4296.10	4292.21	4296.84	4291.10	1	0.05303	0
1789385401	XAUUSD	M15	4292.36	4296.11	4296.84	4292.09	-1	0.08919	3
1789386301	XAUUSD	M15	4287.08	4292.32	4293.79	4284.24	-1	0.27571	3
1789387201	XAUUSD	M15	4294.61	4287.15	4296.68	4285.11	1	0.81856	0
1789388101	XAUUSD	M15	4286.12	4294.79	4297.60	4283.75	-1	1.11137	3
1789389001	XAUUSD	M15	4283.66	4285.99	4289.52	4273.57	-1	0.44949	3
1789389901	XAUUSD	M15	4271.04	4283.66	4283.66	4265.92	-1	2.06863	4
1789390801	XAUUSD	M15	4266.38	4270.95	4272.63	4253.61	-1	0.09290	3
1789391701	XAUUSD	M15	4273.21	4266.13	4277.75	4263.88	1	0.70640	0
1789392601	XAUUSD	M15	4274.88	4273.97	4278.32	4267.16	1	0.80542	0
1789393501	XAUUSD	M15	4272.69	4274.86	4281.14	4269.84	-1	0.49811	3
1789394401	XAUUSD	M15	4281.84	4272.57	4282.01	4264.99	1	1.23749	0
1789395301	XAUUSD	M15	4270.03	4281.71	4282.95	4264.15	-1	1.81650	4
1789396201	XAUUSD	M15	4276.81	4270.20	4277.05	4266.76	1	0.57543	0
1789397101	XAUUSD	M15	4279.49	4276.80	4279.49	4274.06	1	0.38357	0
1789398001	XAUUSD	M15	4277.11	4279.49	4286.38	4272.71	-1	0.45843	3
1789398901	XAUUSD	M15	4283.63	4277.07	4284.77	4272.72	1	0.56000	0
1789399801	XAUUSD	M15	4294.32	4283.59	4298.30	4282.84	1	1.59534	1
1789400701	XAUUSD	M15	4288.22	4294.25	4295.04	4286.39	-1	0.43591	3
1789401601	XAUUSD	M15	4294.35	4288.26	4297.64	4286.35	1	0.45079	0
1789402501	XAUUSD	M15	4300.13	4294.39	4305.26	4294.39	1	0.36368	0
1789403401	XAUUSD	M15	4306.11	4300.09	4307.96	4299.50	1	0.42975	0
1789404301	XAUUSD	M15	4315.78	4306.11	4317.63	4304.78	1	1.32421	0
1789405201	XAUUSD	M15	4311.49	4315.87	4316.47	4311.36	-1	0.02114	3
1789406101	XAUUSD	M15	4311.80	4311.30	4314.15	4309.25	1	0.93024	0
1789407001	XAUUSD	M15	4309.96	4312.03	4313.66	4307.84	-1	0.54487	3
1789407901	XAUUSD	M15	4311.00	4310.00	4313.84	4308.69	1	0.80610	0
1789408801	XAUUSD	M15	4312.62	4311.06	4315.91	4308.28	1	0.66486	0
1789409701	XAUUSD	M15	4309.73	4312.62	4312.69	4306.35	-1	0.33720	3
1789410601	XAUUSD	M15	4309.47	4309.74	4313.27	4308.62	-1	0.98068	3
1789411501	XAUUSD	M15	4307.40	4309.39	4309.78	4304.98	-1	0.55731	3
1789412401	XAUUSD	M15	4306.03	4307.39	4307.87	4302.87	-1	0.70961	3
1789413301	XAUUSD	M15	4296.33	4306.03	4306.03	4295.95	-1	1.33415	3
1789414201	XAUUSD	M15	4291.89	4296.36	4297.38	4290.53	-1	0.04848	3
1789415101	XAUUSD	M15	4283.57	4291.86	4291.90	4282.88	-1	0.98398	3
1789416001	XAUUSD	M15	4287.78	4283.76	4288.45	4282.31	1	0.06533	0
1789416901	XAUUSD	M15	4296.67	4287.79	4298.30	4287.79	1	1.12540	0
1789417801	XAUUSD	M15	4294.93	4296.76	4299.63	4294.69	-1	0.60222	3
1789418701	XAUUSD	M15	4298.71	4294.94	4299.42	4294.94	1	0.12859	0
1789423201	XAUUSD	M15	4296.98	4302.10	4302.35	4296.57	-1	0.20511	3
1789424101	XAUUSD	M15	4295.73	4296.98	4298.34	4292.88	-1	0.74267	3
1789425001	XAUUSD	M15	4295.73	4295.76	4298.60	4293.59	-1	1.03823	3
1789425901	XAUUSD	M15	4295.46	4295.73	4298.25	4293.16	-1	0.97503	3
1789426801	XAUUSD	M15	4292.18	4295.39	4297.45	4291.18	-1	0.25175	3
1789427701	XAUUSD	M15	4290.00	4292.26	4292.40	4287.12	-1	0.48129	3
1789428601	XAUUSD	M15	4289.53	4289.98	4291.72	4287.94	-1	0.92278	3
1789429501	XAUUSD	M15	4288.24	4289.53	4289.59	4287.31	-1	0.71448	3
1789430401	XAUUSD	M15	4286.89	4288.23	4289.08	4283.77	-1	0.70315	3
1789431301	XAUUSD	M15	4288.17	4286.89	4289.74	4283.71	1	0.71792	0
1789432201	XAUUSD	M15	4292.68	4288.15	4293.11	4283.71	1	0.08280	0
1789433101	XAUUSD	M15	4293.04	4292.69	4296.65	4291.85	1	0.94357	0
1789434001	XAUUSD	M15	4299.78	4293.04	4299.94	4287.99	1	0.62505	0
1789434901	XAUUSD	M15	4301.87	4299.71	4305.91	4299.11	1	0.49988	0
