ohlcv_timestamp	ohlcv_symbol	ohlcv_timeframe	ohlcv_close	ohlcv_open	ohlcv_high	ohlcv_low	ohlcv_volume
1788474300	XAUUSD	M5	4475.10000	4475.00000	4475.68000	4474.25000	247
1788474600	XAUUSD	M5	4474.72000	4475.10000	4476.70000	4474.22000	273
1788474900	XAUUSD	M5	4472.91000	4474.72000	4475.00000	4472.82000	307
1788475200	XAUUSD	M5	4473.85000	4472.88000	4476.43000	4472.77000	288
1788475500	XAUUSD	M5	4474.76000	4473.84000	4475.06000	4471.49000	310
1788475800	XAUUSD	M5	4474.78000	4474.56000	4475.80000	4472.02000	376
1788476100	XAUUSD	M5	4474.53000	4474.78000	4475.36000	4473.89000	208
1788476400	XAUUSD	M5	4476.58000	4474.51000	4476.74000	4474.38000	257
1788476700	XAUUSD	M5	4475.83000	4476.58000	4477.68000	4472.51000	289
1788477000	XAUUSD	M5	4474.19000	4475.83000	4476.14000	4473.84000	208
1788477300	XAUUSD	M5	4473.44000	4474.25000	4475.11000	4471.58000	273
1788477600	XAUUSD	M5	4472.32000	4473.44000	4473.45000	4472.06000	224
1788477900	XAUUSD	M5	4473.86000	4472.36000	4474.61000	4472.22000	208
1788478200	XAUUSD	M5	4474.82000	4473.87000	4476.14000	4473.54000	277
1788478500	XAUUSD	M5	4477.85000	4474.88000	4478.34000	4474.76000	237
1788478800	XAUUSD	M5	4477.33000	4477.85000	4478.26000	4476.61000	211
1788479100	XAUUSD	M5	4475.00000	4477.33000	4477.37000	4474.91000	275
1788479400	XAUUSD	M5	4477.08000	4475.00000	4479.55000	4474.93000	376
1788479700	XAUUSD	M5	4480.02000	4477.08000	4480.17000	4477.08000	362
1788480000	XAUUSD	M5	4481.03000	4480.08000	4481.03000	4478.13000	486
1788480300	XAUUSD	M5	4480.02000	4480.97000	4483.02000	4479.74000	523
1788480600	XAUUSD	M5	4480.86000	4479.97000	4483.24000	4479.44000	454
1788480900	XAUUSD	M5	4477.11000	4480.80000	4480.94000	4476.51000	462
1788481200	XAUUSD	M5	4477.96000	4477.03000	4479.77000	4476.32000	430
1788481500	XAUUSD	M5	4474.62000	4477.76000	4477.76000	4474.46000	435
1788481800	XAUUSD	M5	4479.42000	4474.73000	4479.50000	4472.81000	474
1788482100	XAUUSD	M5	4476.25000	4479.42000	4479.52000	4476.15000	388
1788482400	XAUUSD	M5	4482.24000	4476.24000	4482.24000	4475.91000	434
1788482700	XAUUSD	M5	4481.35000	4482.21000	4484.95000	4481.35000	443
1788483000	XAUUSD	M5	4482.02000	4481.13000	4484.21000	4480.67000	393
1788483300	XAUUSD	M5	4486.54000	4481.98000	4487.09000	4481.77000	505
1788483600	XAUUSD	M5	4478.35000	4486.32000	4487.07000	4478.04000	830
1788483900	XAUUSD	M5	4477.91000	4478.09000	4479.92000	4475.06000	737
1788484200	XAUUSD	M5	4474.91000	4477.77000	4482.95000	4474.34000	639
1788484500	XAUUSD	M5	4475.78000	4474.88000	4478.92000	4474.31000	636
1788484800	XAUUSD	M5	4474.87000	4475.88000	4478.85000	4474.52000	646
1788485100	XAUUSD	M5	4470.87000	4474.87000	4475.97000	4468.07000	732
1788485400	XAUUSD	M5	4469.79000	4471.44000	4472.95000	4469.12000	708
1788485700	XAUUSD	M5	4473.38000	4469.79000	4476.80000	4468.17000	649
1788486000	XAUUSD	M5	4473.98000	4473.45000	4476.88000	4471.06000	623
1788486300	XAUUSD	M5	4468.94000	4473.99000	4473.99000	4467.19000	632
1788486600	XAUUSD	M5	4473.61000	4468.70000	4474.01000	4468.12000	557
1788486900	XAUUSD	M5	4478.86000	4473.61000	4480.52000	4473.57000	643
1788487200	XAUUSD	M5	4480.79000	4478.88000	4482.58000	4478.37000	622
1788487500	XAUUSD	M5	4478.69000	4480.71000	4480.88000	4477.73000	504
1788487800	XAUUSD	M5	4479.32000	4478.69000	4480.28000	4477.13000	529
1788488100	XAUUSD	M5	4478.49000	4479.32000	4480.37000	4477.07000	347
1788488400	XAUUSD	M5	4477.02000	4478.57000	4478.57000	4473.87000	383
1788488700	XAUUSD	M5	4473.95000	4477.10000	4477.56000	4471.63000	446
1788489000	XAUUSD	M5	4471.03000	4473.95000	4476.05000	4471.03000	735
1788489300	XAUUSD	M5	4476.51000	4471.03000	4477.27000	4470.37000	529
1788489600	XAUUSD	M5	4470.92000	4476.71000	4477.25000	4470.87000	565
1788489900	XAUUSD	M5	4475.99000	4470.82000	4476.07000	4470.21000	484
1788490200	XAUUSD	M5	4479.46000	4476.01000	4479.46000	4475.35000	563
1788490500	XAUUSD	M5	4477.37000	4479.46000	4480.95000	4475.86000	512
1788490800	XAUUSD	M5	4476.19000	4477.54000	4478.70000	4475.59000	478
1788491100	XAUUSD	M5	4471.81000	4476.06000	4476.10000	4471.60000	536
1788491400	XAUUSD	M5	4473.44000	4471.77000	4473.60000	4470.28000	478
1788491700	XAUUSD	M5	4472.93000	4473.49000	4474.26000	4471.52000	422
1788492000	XAUUSD	M5	4473.79000	4472.93000	4474.75000	4472.03000	466
1788492300	XAUUSD	M5	4472.49000	4473.80000	4474.50000	4471.86000	439
1788492600	XAUUSD	M5	4474.79000	4472.46000	4475.26000	4472.25000	359
1788492900	XAUUSD	M5	4472.89000	4474.79000	4475.02000	4472.60000	273
1788493200	XAUUSD	M5	4469.21000	4472.85000	4473.23000	4469.14000	374
1788493500	XAUUSD	M5	4469.30000	4469.28000	4470.05000	4468.98000	332
1788493800	XAUUSD	M5	4469.54000	4469.30000	4470.09000	4467.65000	349
1788494100	XAUUSD	M5	4467.04000	4469.54000	4469.90000	4467.04000	330
1788494400	XAUUSD	M5	4468.95000	4467.04000	4469.25000	4465.51000	489
1788494700	XAUUSD	M5	4468.10000	4468.86000	4469.80000	4467.33000	336
1788495000	XAUUSD	M5	4469.34000	4468.10000	4470.10000	4467.60000	347
1788495300	XAUUSD	M5	4469.61000	4469.34000	4469.69000	4468.42000	264
1788495600	XAUUSD	M5	4470.17000	4469.61000	4470.46000	4468.74000	272
1788495900	XAUUSD	M5	4471.69000	4470.17000	4472.35000	4469.00000	334
1788496200	XAUUSD	M5	4472.24000	4471.69000	4474.79000	4471.65000	426
1788496500	XAUUSD	M5	4474.39000	4472.24000	4474.90000	4471.86000	315
1788496800	XAUUSD	M5	4474.18000	4474.26000	4474.84000	4473.38000	251
1788497100	XAUUSD	M5	4473.08000	4473.62000	4474.40000	4472.74000	302
1788497400	XAUUSD	M5	4474.35000	4473.34000	4474.85000	4473.34000	234
1788497700	XAUUSD	M5	4473.75000	4474.41000	4474.54000	4473.67000	258
1788498000	XAUUSD	M5	4470.86000	4473.70000	4474.54000	4470.86000	420
1788498300	XAUUSD	M5	4469.15000	4470.86000	4471.98000	4468.47000	353
1788498600	XAUUSD	M5	4469.31000	4469.15000	4469.60000	4467.38000	382
1788498900	XAUUSD	M5	4473.85000	4469.56000	4475.23000	4468.81000	361
1788499200	XAUUSD	M5	4471.01000	4473.85000	4474.20000	4470.25000	343
1788499500	XAUUSD	M5	4467.58000	4471.01000	4471.28000	4467.50000	341
1788499800	XAUUSD	M5	4473.23000	4466.81000	4474.96000	4466.81000	709
1788500100	XAUUSD	M5	4476.48000	4473.10000	4476.97000	4469.16000	607
1788500400	XAUUSD	M5	4471.00000	4476.57000	4477.61000	4470.49000	575
1788500700	XAUUSD	M5	4470.81000	4471.00000	4472.75000	4470.57000	563
1788501000	XAUUSD	M5	4467.75000	4470.80000	4470.80000	4467.42000	587
1788501300	XAUUSD	M5	4472.11000	4467.55000	4472.26000	4467.34000	481
1788501600	XAUUSD	M5	4470.77000	4472.21000	4473.44000	4469.03000	584
1788501900	XAUUSD	M5	4469.73000	4470.78000	4471.92000	4468.03000	491
1788502200	XAUUSD	M5	4468.96000	4469.67000	4471.62000	4466.65000	569
1788502500	XAUUSD	M5	4468.88000	4468.91000	4469.34000	4467.23000	467
1788502800	XAUUSD	M5	4468.03000	4468.85000	4471.60000	4466.76000	500
1788503100	XAUUSD	M5	4468.84000	4467.97000	4471.85000	4467.81000	493
1788503400	XAUUSD	M5	4464.84000	4468.88000	4469.76000	4464.61000	580
1788503700	XAUUSD	M5	4466.20000	4464.89000	4466.53000	4463.19000	591
1788504000	XAUUSD	M5	4464.14000	4466.17000	4468.57000	4463.88000	488
1788504300	XAUUSD	M5	4461.64000	4464.14000	4464.14000	4461.42000	592
1788504600	XAUUSD	M5	4462.54000	4461.64000	4464.37000	4461.26000	540
1788504900	XAUUSD	M5	4462.94000	4462.54000	4463.41000	4460.05000	544
1788505200	XAUUSD	M5	4466.42000	4462.80000	4467.64000	4461.50000	638
1788505500	XAUUSD	M5	4468.48000	4466.47000	4468.95000	4465.02000	546
1788505800	XAUUSD	M5	4467.75000	4468.63000	4471.15000	4467.75000	494
1788506100	XAUUSD	M5	4468.85000	4467.75000	4468.98000	4466.59000	448
1788506400	XAUUSD	M5	4469.63000	4469.09000	4469.93000	4466.84000	411
1788506700	XAUUSD	M5	4472.82000	4469.65000	4472.83000	4468.10000	475
1788507000	XAUUSD	M5	4474.84000	4472.65000	4475.46000	4472.65000	521
1788507300	XAUUSD	M5	4475.11000	4474.82000	4476.37000	4474.22000	477
1788507600	XAUUSD	M5	4485.68000	4475.11000	4486.28000	4474.70000	595
1788507900	XAUUSD	M5	4487.89000	4485.58000	4490.71000	4484.63000	585
1788508200	XAUUSD	M5	4484.61000	4487.93000	4487.93000	4482.45000	493
1788508500	XAUUSD	M5	4483.44000	4484.61000	4486.15000	4481.33000	567
1788508800	XAUUSD	M5	4483.74000	4483.44000	4486.36000	4483.16000	606
1788509100	XAUUSD	M5	4480.82000	4483.68000	4483.93000	4480.51000	554
1788509400	XAUUSD	M5	4482.00000	4480.80000	4483.99000	4479.37000	568
1788509700	XAUUSD	M5	4482.56000	4481.99000	4484.13000	4481.24000	492
1788510000	XAUUSD	M5	4480.22000	4482.61000	4484.09000	4480.11000	456
1788510300	XAUUSD	M5	4481.13000	4480.21000	4482.45000	4479.66000	469
1788510600	XAUUSD	M5	4480.65000	4481.09000	4482.57000	4478.08000	512
1788510900	XAUUSD	M5	4478.54000	4480.84000	4481.58000	4477.76000	493
1788511200	XAUUSD	M5	4477.56000	4478.53000	4479.11000	4477.42000	458
1788511500	XAUUSD	M5	4474.89000	4477.58000	4478.52000	4474.73000	454
1788511800	XAUUSD	M5	4476.74000	4474.89000	4477.29000	4474.43000	411
1788512100	XAUUSD	M5	4477.75000	4476.77000	4479.86000	4476.77000	373
1788512400	XAUUSD	M5	4478.23000	4477.75000	4479.22000	4476.47000	452
1788512700	XAUUSD	M5	4474.98000	4478.17000	4478.27000	4473.80000	410
1788513000	XAUUSD	M5	4470.17000	4475.02000	4475.03000	4468.99000	470
1788513300	XAUUSD	M5	4466.95000	4470.04000	4470.63000	4466.83000	528
1788513600	XAUUSD	M5	4464.54000	4466.82000	4467.42000	4464.02000	564
1788513900	XAUUSD	M5	4466.65000	4464.56000	4466.70000	4463.88000	530
1788514200	XAUUSD	M5	4466.97000	4466.65000	4470.23000	4464.59000	583
1788514500	XAUUSD	M5	4467.92000	4467.10000	4469.69000	4466.46000	451
1788514800	XAUUSD	M5	4467.30000	4467.83000	4468.46000	4465.79000	391
