timestamp	symbol	timeframe	close	pinbar
1772024998	XAUUSD	M5	5187.20	0
1772025298	XAUUSD	M5	5187.00	0
1772025598	XAUUSD	M5	5191.13	0
1772025898	XAUUSD	M5	5188.07	0
1772026198	XAUUSD	M5	5188.16	0
1772026498	XAUUSD	M5	5189.61	0
1772026798	XAUUSD	M5	5186.84	0
1772027098	XAUUSD	M5	5186.59	0
1772027398	XAUUSD	M5	5186.07	0
1772027698	XAUUSD	M5	5185.23	0
1772027998	XAUUSD	M5	5187.18	0
1772028298	XAUUSD	M5	5189.99	0
1772028598	XAUUSD	M5	5185.44	0
1772028898	XAUUSD	M5	5182.68	0
1772029198	XAUUSD	M5	5181.49	0
1772029498	XAUUSD	M5	5177.91	0
1772029798	XAUUSD	M5	5174.14	0
1772030098	XAUUSD	M5	5159.73	0
1772030398	XAUUSD	M5	5174.91	0
1772030698	XAUUSD	M5	5181.79	0
1772030998	XAUUSD	M5	5188.55	0
1772031298	XAUUSD	M5	5191.25	0
1772031598	XAUUSD	M5	5198.64	0
1772031898	XAUUSD	M5	5195.89	0
1772032198	XAUUSD	M5	5193.17	0
1772032498	XAUUSD	M5	5188.97	0
1772032798	XAUUSD	M5	5185.46	0
1772033098	XAUUSD	M5	5180.33	0
1772033398	XAUUSD	M5	5181.68	0
1772033698	XAUUSD	M5	5187.95	0
1772033998	XAUUSD	M5	5191.00	0
1772034298	XAUUSD	M5	5197.90	0
1772034598	XAUUSD	M5	5195.48	0
1772034898	XAUUSD	M5	5194.50	0
1772035198	XAUUSD	M5	5194.37	0
1772035498	XAUUSD	M5	5191.37	0
1772035798	XAUUSD	M5	5192.52	0
1772036098	XAUUSD	M5	5197.05	0
1772036398	XAUUSD	M5	5205.29	0
1772036698	XAUUSD	M5	5203.22	0
1772036998	XAUUSD	M5	5206.56	0
1772037298	XAUUSD	M5	5203.39	0
1772037598	XAUUSD	M5	5207.51	0
1772037898	XAUUSD	M5	5208.18	1
1772038198	XAUUSD	M5	5211.95	0
1772038498	XAUUSD	M5	5212.31	0
1772038798	XAUUSD	M5	5210.09	0
1772039098	XAUUSD	M5	5214.69	0
1772039398	XAUUSD	M5	5215.17	0
1772039698	XAUUSD	M5	5214.53	1
1772039998	XAUUSD	M5	5213.27	0
1772040298	XAUUSD	M5	5213.10	0
1772040598	XAUUSD	M5	5211.85	0
1772040898	XAUUSD	M5	5213.17	0
1772041198	XAUUSD	M5	5208.33	0
1772041498	XAUUSD	M5	5206.71	0
1772041798	XAUUSD	M5	5206.32	0
1772042098	XAUUSD	M5	5206.82	0
1772042398	XAUUSD	M5	5207.40	0
1772042698	XAUUSD	M5	5207.07	0
1772042998	XAUUSD	M5	5206.89	0
1772043298	XAUUSD	M5	5206.80	0
1772043598	XAUUSD	M5	5206.77	1
1772043898	XAUUSD	M5	5206.80	0
1772044198	XAUUSD	M5	5206.80	1
1772044498	XAUUSD	M5	5206.39	0
1772044798	XAUUSD	M5	5205.13	0
1772045098	XAUUSD	M5	5200.95	0
1772045398	XAUUSD	M5	5202.58	0
1772045698	XAUUSD	M5	5202.12	0
1772045998	XAUUSD	M5	5200.91	0
1772046298	XAUUSD	M5	5194.29	0
1772046598	XAUUSD	M5	5207.04	0
1772046898	XAUUSD	M5	5200.55	0
1772047198	XAUUSD	M5	5197.32	0
1772047498	XAUUSD	M5	5202.59	0
1772047798	XAUUSD	M5	5202.51	0
1772048098	XAUUSD	M5	5201.00	0
1772048398	XAUUSD	M5	5204.32	0
1772048698	XAUUSD	M5	5205.00	0
1772048998	XAUUSD	M5	5204.97	0
1772049298	XAUUSD	M5	5204.87	0
1772049598	XAUUSD	M5	5201.76	0
1772049898	XAUUSD	M5	5202.46	0
1772050198	XAUUSD	M5	5195.27	0
1772050498	XAUUSD	M5	5184.80	0
1772050798	XAUUSD	M5	5189.00	0
1772051098	XAUUSD	M5	5186.11	0
1772051398	XAUUSD	M5	5188.12	0
1772051698	XAUUSD	M5	5183.41	0
1772051998	XAUUSD	M5	5181.48	0
1772052298	XAUUSD	M5	5173.57	0
1772052598	XAUUSD	M5	5178.01	0
1772052898	XAUUSD	M5	5152.16	0
1772053198	XAUUSD	M5	5156.08	0
1772053498	XAUUSD	M5	5163.03	0
1772053798	XAUUSD	M5	5161.84	0
1772054098	XAUUSD	M5	5165.38	0
1772054398	XAUUSD	M5	5169.17	0
1772054698	XAUUSD	M5	5169.12	0
1772054998	XAUUSD	M5	5168.22	0
1772055298	XAUUSD	M5	5168.90	1
1772055598	XAUUSD	M5	5170.25	0
1772055898	XAUUSD	M5	5170.94	0
1772056198	XAUUSD	M5	5164.31	0
1772056498	XAUUSD	M5	5164.89	1
1772060398	XAUUSD	M5	5175.34	0
1772060698	XAUUSD	M5	5179.73	0
1772060998	XAUUSD	M5	5168.80	0
1772061298	XAUUSD	M5	5174.01	0
1772061598	XAUUSD	M5	5170.68	0
1772061898	XAUUSD	M5	5170.04	0
1772062198	XAUUSD	M5	5168.98	0
1772062498	XAUUSD	M5	5169.88	1
1772062798	XAUUSD	M5	5172.62	0
1772063098	XAUUSD	M5	5167.31	0
1772063398	XAUUSD	M5	5169.57	0
1772063698	XAUUSD	M5	5163.13	0
1772063998	XAUUSD	M5	5160.24	0
1772064298	XAUUSD	M5	5161.95	0
1772064598	XAUUSD	M5	5167.67	0
1772064898	XAUUSD	M5	5169.72	0
1772065198	XAUUSD	M5	5180.94	0
1772065498	XAUUSD	M5	5185.25	0
1772065798	XAUUSD	M5	5182.32	0
1772066098	XAUUSD	M5	5182.63	0
1772066398	XAUUSD	M5	5188.37	0
1772066698	XAUUSD	M5	5185.97	0
1772066998	XAUUSD	M5	5189.70	0
1772067298	XAUUSD	M5	5188.31	0
1772067598	XAUUSD	M5	5194.75	0
1772067898	XAUUSD	M5	5183.93	0
1772068198	XAUUSD	M5	5187.53	0
1772068498	XAUUSD	M5	5189.46	0
1772068798	XAUUSD	M5	5186.05	0
1772069098	XAUUSD	M5	5180.54	0
1772069398	XAUUSD	M5	5187.99	0
1772069698	XAUUSD	M5	5185.42	0
1772069998	XAUUSD	M5	5189.54	0
1772070298	XAUUSD	M5	5189.93	0
1772070598	XAUUSD	M5	5191.16	0
1772070898	XAUUSD	M5	5191.71	0
1772071198	XAUUSD	M5	5190.17	0
1772071498	XAUUSD	M5	5187.26	0
1772071798	XAUUSD	M5	5183.06	0
1772072098	XAUUSD	M5	5188.25	0
1772072398	XAUUSD	M5	5183.44	0
1772072698	XAUUSD	M5	5180.79	0
1772072998	XAUUSD	M5	5178.87	0
1772073298	XAUUSD	M5	5180.52	0
1772073598	XAUUSD	M5	5176.09	0
1772073898	XAUUSD	M5	5180.78	0
1772074198	XAUUSD	M5	5184.69	0
1772074498	XAUUSD	M5	5184.34	0
1772074798	XAUUSD	M5	5187.44	0
1772075098	XAUUSD	M5	5185.97	0
1772075398	XAUUSD	M5	5187.26	0
1772075698	XAUUSD	M5	5190.19	0
1772075998	XAUUSD	M5	5191.04	0
1772076298	XAUUSD	M5	5188.35	0
1772076598	XAUUSD	M5	5188.56	0
1772076898	XAUUSD	M5	5186.58	0
1772077198	XAUUSD	M5	5186.18	0
1772077498	XAUUSD	M5	5188.61	0
1772077798	XAUUSD	M5	5191.34	0
1772078098	XAUUSD	M5	5192.63	0
1772078398	XAUUSD	M5	5194.08	0
1772078698	XAUUSD	M5	5195.76	0
1772078998	XAUUSD	M5	5196.80	0
1772079298	XAUUSD	M5	5193.83	0
1772079598	XAUUSD	M5	5193.75	0
1772079898	XAUUSD	M5	5194.13	0
1772080198	XAUUSD	M5	5194.86	0
1772080498	XAUUSD	M5	5195.40	0
1772080798	XAUUSD	M5	5194.26	0
1772081098	XAUUSD	M5	5191.38	0
1772081398	XAUUSD	M5	5192.61	0
1772081698	XAUUSD	M5	5192.69	0
1772081998	XAUUSD	M5	5193.25	0
1772082298	XAUUSD	M5	5194.54	0
1772082598	XAUUSD	M5	5197.85	0
1772082898	XAUUSD	M5	5199.82	0
1772083198	XAUUSD	M5	5202.71	0
1772083498	XAUUSD	M5	5200.41	0
1772083798	XAUUSD	M5	5201.13	0
1772084098	XAUUSD	M5	5199.26	0
1772084398	XAUUSD	M5	5199.69	0
1772084698	XAUUSD	M5	5193.88	0
1772084998	XAUUSD	M5	5194.18	0
1772085298	XAUUSD	M5	5198.46	0
1772085598	XAUUSD	M5	5193.77	0
1772085898	XAUUSD	M5	5198.41	0
1772086198	XAUUSD	M5	5197.99	1
1772086498	XAUUSD	M5	5196.06	0
1772086798	XAUUSD	M5	5196.44	0
1772087098	XAUUSD	M5	5193.49	0
1772087398	XAUUSD	M5	5196.90	0
1772087698	XAUUSD	M5	5196.79	0
1772087998	XAUUSD	M5	5196.44	0
1772088298	XAUUSD	M5	5192.80	0
1772088598	XAUUSD	M5	5192.66	0
1772088898	XAUUSD	M5	5193.26	1
1772089198	XAUUSD	M5	5190.96	0
1772089498	XAUUSD	M5	5184.75	0
1772089798	XAUUSD	M5	5187.62	0
1772090098	XAUUSD	M5	5188.55	0
1772090398	XAUUSD	M5	5186.04	0
1772090698	XAUUSD	M5	5184.88	0
1772090998	XAUUSD	M5	5186.15	0
1772091298	XAUUSD	M5	5188.35	0
1772091598	XAUUSD	M5	5186.49	0
1772091898	XAUUSD	M5	5181.91	0
1772092198	XAUUSD	M5	5183.70	0
1772092498	XAUUSD	M5	5186.02	0
1772092798	XAUUSD	M5	5181.47	0
1772093098	XAUUSD	M5	5183.96	0
1772093398	XAUUSD	M5	5189.48	0
1772093698	XAUUSD	M5	5187.25	0
1772093998	XAUUSD	M5	5187.01	1
1772094298	XAUUSD	M5	5176.99	0
1772094598	XAUUSD	M5	5175.06	0
1772094898	XAUUSD	M5	5174.82	0
1772095198	XAUUSD	M5	5174.28	0
1772095498	XAUUSD	M5	5179.75	0
1772095798	XAUUSD	M5	5178.38	0
1772096098	XAUUSD	M5	5179.41	0
1772096398	XAUUSD	M5	5174.44	0
1772096698	XAUUSD	M5	5178.01	0
1772096998	XAUUSD	M5	5181.64	0
1772097298	XAUUSD	M5	5176.99	0
1772097598	XAUUSD	M5	5176.56	1
1772097898	XAUUSD	M5	5181.20	0
1772098198	XAUUSD	M5	5181.63	0
1772098498	XAUUSD	M5	5183.30	0
1772098798	XAUUSD	M5	5181.50	0
1772099098	XAUUSD	M5	5184.64	0
1772099398	XAUUSD	M5	5186.98	0
1772099698	XAUUSD	M5	5186.32	1
1772099998	XAUUSD	M5	5189.51	0
1772100298	XAUUSD	M5	5188.45	0
1772100598	XAUUSD	M5	5187.89	0
1772100898	XAUUSD	M5	5182.85	0
1772101198	XAUUSD	M5	5183.60	0
1772101498	XAUUSD	M5	5179.29	0
1772101798	XAUUSD	M5	5177.04	0
1772102098	XAUUSD	M5	5176.09	1
1772102398	XAUUSD	M5	5172.13	0
1772102698	XAUUSD	M5	5171.17	0
1772102998	XAUUSD	M5	5173.60	0
1772103298	XAUUSD	M5	5171.61	0
1772103598	XAUUSD	M5	5173.83	0
1772103898	XAUUSD	M5	5177.33	0
1772104198	XAUUSD	M5	5175.85	0
1772104498	XAUUSD	M5	5175.54	1
1772104798	XAUUSD	M5	5171.70	0
1772105098	XAUUSD	M5	5171.88	1
1772105398	XAUUSD	M5	5173.38	0
1772105698	XAUUSD	M5	5173.54	0
1772105998	XAUUSD	M5	5174.68	0
1772106298	XAUUSD	M5	5171.40	0
1772106598	XAUUSD	M5	5163.51	0
1772106898	XAUUSD	M5	5164.71	0
1772107198	XAUUSD	M5	5165.67	0
1772107498	XAUUSD	M5	5169.15	0
1772107798	XAUUSD	M5	5168.46	0
1772108098	XAUUSD	M5	5172.18	0
1772108398	XAUUSD	M5	5176.52	0
1772108698	XAUUSD	M5	5178.54	0
1772108998	XAUUSD	M5	5183.10	0
1772109298	XAUUSD	M5	5182.34	0
1772109598	XAUUSD	M5	5187.52	0
1772109898	XAUUSD	M5	5181.29	0
1772110198	XAUUSD	M5	5181.25	0
1772110498	XAUUSD	M5	5183.85	0
1772110798	XAUUSD	M5	5175.76	0
1772111098	XAUUSD	M5	5172.50	0
1772111398	XAUUSD	M5	5174.00	0
1772111698	XAUUSD	M5	5171.65	0
1772111998	XAUUSD	M5	5178.12	0
1772112298	XAUUSD	M5	5174.76	0
1772112598	XAUUSD	M5	5174.36	1
1772112898	XAUUSD	M5	5173.61	0
1772113198	XAUUSD	M5	5165.14	0
1772113498	XAUUSD	M5	5168.76	0
1772113798	XAUUSD	M5	5170.80	0
1772114098	XAUUSD	M5	5166.39	0
1772114398	XAUUSD	M5	5166.06	0
1772114698	XAUUSD	M5	5163.55	0
1772114998	XAUUSD	M5	5166.28	0
1772115298	XAUUSD	M5	5167.02	0
1772115598	XAUUSD	M5	5168.82	0
1772115898	XAUUSD	M5	5170.41	0
1772116198	XAUUSD	M5	5165.83	1
1772116498	XAUUSD	M5	5166.41	1
1772116798	XAUUSD	M5	5172.56	0
1772117098	XAUUSD	M5	5171.99	0
1772117398	XAUUSD	M5	5167.91	0
1772117698	XAUUSD	M5	5165.14	0
1772117998	XAUUSD	M5	5167.70	0
1772118298	XAUUSD	M5	5167.21	0
1772118598	XAUUSD	M5	5162.38	0
1772118898	XAUUSD	M5	5158.57	0
1772119198	XAUUSD	M5	5154.46	0
1772119498	XAUUSD	M5	5141.51	0
1772119798	XAUUSD	M5	5153.62	0
1772120098	XAUUSD	M5	5169.23	0
1772120398	XAUUSD	M5	5175.56	0
1772120698	XAUUSD	M5	5182.38	0
1772120998	XAUUSD	M5	5189.70	0
1772121298	XAUUSD	M5	5185.86	0
1772121598	XAUUSD	M5	5178.92	0
1772121898	XAUUSD	M5	5177.76	0
1772122198	XAUUSD	M5	5176.76	0
1772122498	XAUUSD	M5	5181.40	0
1772122798	XAUUSD	M5	5178.22	0
1772123098	XAUUSD	M5	5180.48	0
1772123398	XAUUSD	M5	5181.91	0
1772123698	XAUUSD	M5	5182.35	0
1772123998	XAUUSD	M5	5183.30	0
1772124298	XAUUSD	M5	5181.36	0
1772124598	XAUUSD	M5	5179.02	0
1772124898	XAUUSD	M5	5179.61	0
1772125198	XAUUSD	M5	5181.28	0
1772125498	XAUUSD	M5	5186.39	0
1772125798	XAUUSD	M5	5179.65	0
1772126098	XAUUSD	M5	5178.26	0
1772126398	XAUUSD	M5	5179.47	0
1772126698	XAUUSD	M5	5174.39	0
1772126998	XAUUSD	M5	5176.73	0
1772127298	XAUUSD	M5	5173.94	0
1772127598	XAUUSD	M5	5174.73	0
1772127898	XAUUSD	M5	5169.95	0
1772128198	XAUUSD	M5	5166.97	0
1772128498	XAUUSD	M5	5167.22	0
1772128798	XAUUSD	M5	5168.87	0
1772129098	XAUUSD	M5	5170.20	0
1772129398	XAUUSD	M5	5173.38	0
1772129698	XAUUSD	M5	5174.85	0
1772129998	XAUUSD	M5	5174.86	0
1772130298	XAUUSD	M5	5177.09	0
1772130598	XAUUSD	M5	5167.56	0
1772130898	XAUUSD	M5	5175.50	0
1772131198	XAUUSD	M5	5181.72	0
1772131498	XAUUSD	M5	5184.66	0
1772131798	XAUUSD	M5	5180.90	0
1772132098	XAUUSD	M5	5180.24	0
1772132398	XAUUSD	M5	5185.45	0
1772132698	XAUUSD	M5	5186.22	0
1772132998	XAUUSD	M5	5186.48	0
1772133298	XAUUSD	M5	5187.70	0
1772133598	XAUUSD	M5	5185.79	0
1772133898	XAUUSD	M5	5185.56	0
1772134198	XAUUSD	M5	5188.86	0
1772134498	XAUUSD	M5	5184.19	0
1772134798	XAUUSD	M5	5186.40	0
1772135098	XAUUSD	M5	5193.89	0
1772135398	XAUUSD	M5	5189.59	0
1772135698	XAUUSD	M5	5187.06	0
1772135998	XAUUSD	M5	5193.81	0
1772136298	XAUUSD	M5	5195.17	0
1772136598	XAUUSD	M5	5196.91	0
1772136898	XAUUSD	M5	5194.53	0
1772137198	XAUUSD	M5	5197.78	0
1772137498	XAUUSD	M5	5193.62	0
1772137798	XAUUSD	M5	5194.35	0
1772138098	XAUUSD	M5	5197.73	0
1772138398	XAUUSD	M5	5198.35	0
1772138698	XAUUSD	M5	5199.97	0
1772138998	XAUUSD	M5	5192.82	0
1772139298	XAUUSD	M5	5196.61	0
1772139598	XAUUSD	M5	5198.64	0
1772139898	XAUUSD	M5	5199.59	0
1772140198	XAUUSD	M5	5196.51	0
1772140498	XAUUSD	M5	5195.12	0
1772140798	XAUUSD	M5	5191.31	0
1772141098	XAUUSD	M5	5185.72	0
1772141398	XAUUSD	M5	5185.11	0
1772141698	XAUUSD	M5	5187.12	0
1772141998	XAUUSD	M5	5190.39	0
1772142298	XAUUSD	M5	5187.18	0
1772142598	XAUUSD	M5	5183.40	0
1772142898	XAUUSD	M5	5185.20	0
1772146798	XAUUSD	M5	5182.18	0
1772147098	XAUUSD	M5	5184.67	0
1772147398	XAUUSD	M5	5183.99	0
1772147698	XAUUSD	M5	5183.77	0
1772147998	XAUUSD	M5	5183.69	1
1772148298	XAUUSD	M5	5184.00	0
1772148598	XAUUSD	M5	5183.32	0
1772148898	XAUUSD	M5	5187.21	0
1772149198	XAUUSD	M5	5186.02	0
1772149498	XAUUSD	M5	5183.96	0
1772149798	XAUUSD	M5	5184.93	0
1772150098	XAUUSD	M5	5184.61	0
1772150398	XAUUSD	M5	5180.24	0
1772150698	XAUUSD	M5	5182.68	0
1772150998	XAUUSD	M5	5185.89	0
1772151298	XAUUSD	M5	5189.28	0
1772151598	XAUUSD	M5	5192.47	0
1772151898	XAUUSD	M5	5188.14	0
1772152198	XAUUSD	M5	5182.22	0
1772152498	XAUUSD	M5	5174.71	0
1772152798	XAUUSD	M5	5176.20	0
1772153098	XAUUSD	M5	5173.90	0
1772153398	XAUUSD	M5	5176.56	0
1772153698	XAUUSD	M5	5174.97	0
1772153998	XAUUSD	M5	5175.37	1
1772154298	XAUUSD	M5	5174.86	1
1772154598	XAUUSD	M5	5176.58	0
1772154898	XAUUSD	M5	5177.91	0
1772155198	XAUUSD	M5	5177.86	0
1772155498	XAUUSD	M5	5174.99	0
1772155798	XAUUSD	M5	5182.14	0
1772156098	XAUUSD	M5	5190.70	0
1772156398	XAUUSD	M5	5188.65	0
1772156698	XAUUSD	M5	5188.54	0
1772156998	XAUUSD	M5	5192.10	0
1772157298	XAUUSD	M5	5194.22	0
1772157598	XAUUSD	M5	5193.31	0
1772157898	XAUUSD	M5	5195.28	0
1772158198	XAUUSD	M5	5194.16	0
1772158498	XAUUSD	M5	5191.24	0
1772158798	XAUUSD	M5	5186.66	0
1772159098	XAUUSD	M5	5183.93	0
1772159398	XAUUSD	M5	5183.74	0
1772159698	XAUUSD	M5	5178.53	0
1772159998	XAUUSD	M5	5181.46	0
1772160298	XAUUSD	M5	5178.68	0
1772160598	XAUUSD	M5	5177.77	1
1772160898	XAUUSD	M5	5183.68	0
1772161198	XAUUSD	M5	5182.75	0
1772161498	XAUUSD	M5	5183.04	0
1772161798	XAUUSD	M5	5182.90	0
1772162098	XAUUSD	M5	5183.78	0
1772162398	XAUUSD	M5	5185.07	0
1772162698	XAUUSD	M5	5186.89	0
1772162998	XAUUSD	M5	5187.76	0
1772163298	XAUUSD	M5	5186.55	0
1772163598	XAUUSD	M5	5187.17	0
1772163898	XAUUSD	M5	5189.70	0
1772164198	XAUUSD	M5	5189.59	0
1772164498	XAUUSD	M5	5184.00	0
1772164798	XAUUSD	M5	5185.32	0
1772165098	XAUUSD	M5	5185.89	0
1772165398	XAUUSD	M5	5186.61	0
1772165698	XAUUSD	M5	5184.83	0
1772165998	XAUUSD	M5	5187.86	0
1772166298	XAUUSD	M5	5187.37	0
1772166598	XAUUSD	M5	5186.79	0
1772166898	XAUUSD	M5	5187.75	0
1772167198	XAUUSD	M5	5187.34	0
1772167498	XAUUSD	M5	5185.67	0
1772167798	XAUUSD	M5	5183.22	0
1772168098	XAUUSD	M5	5181.88	0
1772168398	XAUUSD	M5	5184.54	0
1772168698	XAUUSD	M5	5185.09	0
1772168998	XAUUSD	M5	5187.34	0
1772169298	XAUUSD	M5	5186.48	0
1772169598	XAUUSD	M5	5189.16	0
1772169898	XAUUSD	M5	5194.80	0
1772170198	XAUUSD	M5	5196.26	0
1772170498	XAUUSD	M5	5194.54	0
1772170798	XAUUSD	M5	5191.87	0
1772171098	XAUUSD	M5	5191.26	0
1772171398	XAUUSD	M5	5194.86	0
1772171698	XAUUSD	M5	5197.92	0
1772171998	XAUUSD	M5	5193.54	0
1772172298	XAUUSD	M5	5194.73	0
1772172598	XAUUSD	M5	5197.14	0
1772172898	XAUUSD	M5	5195.58	0
1772173198	XAUUSD	M5	5195.00	0
1772173498	XAUUSD	M5	5193.22	0
1772173798	XAUUSD	M5	5192.34	1
1772174098	XAUUSD	M5	5194.18	0
1772174398	XAUUSD	M5	5193.45	0
1772174698	XAUUSD	M5	5191.89	0
1772174998	XAUUSD	M5	5188.85	0
1772175298	XAUUSD	M5	5185.71	0
1772175598	XAUUSD	M5	5185.28	0
1772175898	XAUUSD	M5	5187.16	0
1772176198	XAUUSD	M5	5181.70	0
1772176498	XAUUSD	M5	5177.62	0
1772176798	XAUUSD	M5	5182.82	0
1772177098	XAUUSD	M5	5178.64	0
1772177398	XAUUSD	M5	5180.19	0
1772177698	XAUUSD	M5	5182.70	0
1772177998	XAUUSD	M5	5180.52	0
1772178298	XAUUSD	M5	5181.24	0
1772178598	XAUUSD	M5	5179.65	0
1772178898	XAUUSD	M5	5176.10	0
1772179198	XAUUSD	M5	5180.66	0
1772179498	XAUUSD	M5	5180.62	1
1772179798	XAUUSD	M5	5178.43	0
1772180098	XAUUSD	M5	5178.90	0
1772180398	XAUUSD	M5	5175.00	0
1772180698	XAUUSD	M5	5177.61	0
1772180998	XAUUSD	M5	5181.78	0
1772181298	XAUUSD	M5	5180.34	0
1772181598	XAUUSD	M5	5180.32	0
1772181898	XAUUSD	M5	5181.10	0
