timestamp	symbol	timeframe	close	diag_asc_line_1	diag_asc_line_2	diag_asc_line_3	diag_desc_line_1	diag_desc_line_2	diag_desc_line_3	diag_high_map	diag_low_map
1771866600	XAUUSD	M5	5203.74							0	0
1771866900	XAUUSD	M5	5207.00							0	0
1771867200	XAUUSD	M5	5209.53							0	0
1771867500	XAUUSD	M5	5210.26							0	0
1771867800	XAUUSD	M5	5207.93							0	0
1771868100	XAUUSD	M5	5196.53							0	5191.07
1771868400	XAUUSD	M5	5199.50							0	0
1771868700	XAUUSD	M5	5199.64							0	0
1771869000	XAUUSD	M5	5205.15							0	0
1771869300	XAUUSD	M5	5207.93							0	0
1771869600	XAUUSD	M5	5210.03							0	0
1771869900	XAUUSD	M5	5214.29							0	0
1771870200	XAUUSD	M5	5213.44							0	0
1771870500	XAUUSD	M5	5207.98							0	0
1771870800	XAUUSD	M5	5206.36							0	0
1771871100	XAUUSD	M5	5206.12							0	0
1771871400	XAUUSD	M5	5208.20							0	0
1771871700	XAUUSD	M5	5208.85							0	0
1771872000	XAUUSD	M5	5206.47							0	0
1771872300	XAUUSD	M5	5209.31							0	0
1771872600	XAUUSD	M5	5210.55							0	0
1771872900	XAUUSD	M5	5209.60							0	0
1771873200	XAUUSD	M5	5209.32							0	0
1771873500	XAUUSD	M5	5209.55							0	0
1771873800	XAUUSD	M5	5211.41							0	0
1771874100	XAUUSD	M5	5212.34							0	0
1771874400	XAUUSD	M5	5211.58							0	0
1771874700	XAUUSD	M5	5209.15							0	0
1771875000	XAUUSD	M5	5212.28							0	0
1771875300	XAUUSD	M5	5215.09							0	0
1771875600	XAUUSD	M5	5216.92							0	0
1771875900	XAUUSD	M5	5217.27							0	0
1771876200	XAUUSD	M5	5216.23							0	0
1771876500	XAUUSD	M5	5215.53							0	0
1771876800	XAUUSD	M5	5222.46							0	0
1771877100	XAUUSD	M5	5222.72							0	0
1771877400	XAUUSD	M5	5223.05							0	0
1771877700	XAUUSD	M5	5223.88							0	0
1771878000	XAUUSD	M5	5224.41							0	0
1771878300	XAUUSD	M5	5225.01							0	0
1771878600	XAUUSD	M5	5227.75							0	0
1771878900	XAUUSD	M5	5229.24							0	0
1771879200	XAUUSD	M5	5227.62							0	0
1771879500	XAUUSD	M5	5228.63							0	0
1771879800	XAUUSD	M5	5234.08							0	0
1771880100	XAUUSD	M5	5236.35							0	0
1771880400	XAUUSD	M5	5234.74							0	0
1771880700	XAUUSD	M5	5234.29							0	0
1771881000	XAUUSD	M5	5231.07							0	0
1771881300	XAUUSD	M5	5231.25							0	0
1771881600	XAUUSD	M5	5230.38							0	0
1771881900	XAUUSD	M5	5229.90							0	0
1771882200	XAUUSD	M5	5231.61							0	0
1771882500	XAUUSD	M5	5230.14							0	0
1771882800	XAUUSD	M5	5228.85							0	0
1771883100	XAUUSD	M5	5231.41							0	0
1771883400	XAUUSD	M5	5229.11							0	0
1771883700	XAUUSD	M5	5227.66							0	0
1771887600	XAUUSD	M5	5243.55							0	0
1771887900	XAUUSD	M5	5241.43							0	0
