ohlcv_timestamp	ohlcv_symbol	ohlcv_timeframe	ohlcv_close	ohlcv_open	ohlcv_high	ohlcv_low	ohlcv_volume
1784725203	XAUUSD	M15	4125.90000	4112.96000	4125.96000	4112.96000	2077
1784726103	XAUUSD	M15	4131.72000	4125.83000	4134.94000	4125.13000	2111
1784727003	XAUUSD	M15	4142.65000	4132.12000	4146.70000	4132.12000	2668
1784727903	XAUUSD	M15	4154.69000	4142.69000	4155.92000	4142.62000	2579
1784728803	XAUUSD	M15	4156.48000	4154.65000	4163.40000	4153.32000	2593
1784729703	XAUUSD	M15	4146.30000	4156.49000	4156.49000	4144.42000	2574
1784730603	XAUUSD	M15	4150.90000	4146.34000	4152.91000	4146.29000	2368
1784731503	XAUUSD	M15	4148.40000	4150.87000	4152.81000	4144.12000	2302
1784732403	XAUUSD	M15	4157.49000	4148.44000	4158.49000	4148.44000	2255
1784733303	XAUUSD	M15	4157.12000	4157.51000	4161.51000	4153.37000	1927
1784734203	XAUUSD	M15	4159.87000	4157.15000	4160.89000	4155.59000	2030
1784735103	XAUUSD	M15	4159.40000	4159.89000	4165.97000	4158.50000	2112
1784736003	XAUUSD	M15	4154.53000	4159.40000	4159.53000	4153.22000	1914
1784736903	XAUUSD	M15	4149.24000	4154.53000	4155.60000	4147.93000	1841
1784737803	XAUUSD	M15	4146.96000	4149.24000	4151.40000	4144.57000	1894
1784738703	XAUUSD	M15	4146.78000	4146.94000	4148.95000	4144.59000	1677
1784739603	XAUUSD	M15	4145.31000	4146.76000	4147.84000	4143.09000	1852
1784740503	XAUUSD	M15	4146.16000	4145.32000	4147.10000	4142.67000	1905
1784741403	XAUUSD	M15	4140.65000	4146.03000	4147.54000	4138.44000	1826
1784742303	XAUUSD	M15	4142.43000	4140.63000	4143.81000	4140.40000	1556
1784743203	XAUUSD	M15	4138.19000	4142.43000	4142.84000	4136.88000	1871
1784744103	XAUUSD	M15	4135.27000	4138.11000	4139.76000	4134.82000	1838
1784745003	XAUUSD	M15	4135.98000	4135.28000	4136.33000	4132.07000	1835
1784745903	XAUUSD	M15	4136.08000	4135.94000	4138.86000	4135.44000	1613
1784746803	XAUUSD	M15	4134.11000	4136.03000	4137.21000	4133.05000	1405
1784747703	XAUUSD	M15	4134.54000	4134.11000	4135.48000	4131.74000	1474
1784748603	XAUUSD	M15	4133.94000	4134.40000	4136.32000	4132.66000	1436
1784749503	XAUUSD	M15	4131.85000	4133.94000	4135.33000	4129.00000	1723
1784750403	XAUUSD	M15	4134.67000	4131.83000	4135.58000	4130.45000	1613
1784751303	XAUUSD	M15	4136.62000	4134.55000	4137.85000	4133.90000	998
1784752203	XAUUSD	M15	4130.95000	4136.58000	4137.62000	4130.84000	1041
1784753103	XAUUSD	M15	4130.04000	4130.96000	4131.13000	4128.50000	1055
