zigzag_TimeStamp	zigzag_symbol	zigzag_timeframe	zigzag_close	zigzag_Type	CurrentPoint	CurrentPrChg	Current%Chg	Current%ChgClass	CurrentBars	CurrentBarsClass	CurrentPrPerBar	CurrentPrPerBarClass	CurrentSlope	CurrentCategory
1784724303	XAUUSD	M15	4112.96000	Bottom	4107.06000	-27.29000	-0.66	3	1	3	-27.29000	5	-87.9014	LL
1784735103	XAUUSD	M15	4159.40000	Peak	4165.97000	58.91000	1.43	0	12	0	4.90917	0	78.4863	HH
1784757603	XAUUSD	M15	4123.94000	Bottom	4116.56000	-49.41000	-1.19	3	21	3	-2.35286	3	-66.9738	HL
1784769303	XAUUSD	M15	4137.36000	Peak	4140.84000	24.28000	0.59	0	13	0	1.86769	0	61.8345	LH
1784815203	XAUUSD	M15	4048.04000	Bottom	4040.10000	-100.74000	-2.43	5	51	5	-1.97529	3	-63.1490	LL
1784836803	XAUUSD	M15	4049.54000	Peak	4051.17000	11.07000	0.27	0	24	0	0.46125	0	24.7615	LH
1784852103	XAUUSD	M15	4046.56000	Bottom	4041.35000	-9.82000	-0.24	3	13	3	-0.75538	3	-37.0668	HL
1784853903	XAUUSD	M15	4050.00000	Peak	4051.00000	9.65000	0.24	0	2	0	4.82500	0	78.2910	LH
1784871903	XAUUSD	M15	4023.15000	Bottom	4021.97000	-29.03000	-0.72	3	20	3	-1.45150	3	-55.4354	LL
1784889003	XAUUSD	M15	4058.41000	Peak	4063.91000	41.94000	1.04	0	19	0	2.20737	0	65.6281	HH
1784899803	XAUUSD	M15	4052.38000	Bottom	4044.77000	-19.14000	-0.47	3	12	3	-1.59500	3	-57.9140	HL
1784906103	XAUUSD	M15	4075.04000	Peak	4082.00000	37.23000	0.92	0	7	0	5.31857	0	79.3515	HH
1784920503	XAUUSD	M15	4051.59000	Bottom	4049.22000	-32.78000	-0.80	3	16	3	-2.04875	3	-63.9829	HL
1785110403	XAUUSD	M15	4115.52000	Peak	4116.25000	67.03000	1.66	0	15	0	4.46867	0	77.3861	HH
1785131103	XAUUSD	M15	4092.91000	Bottom	4084.55000	-31.70000	-0.77	3	23	3	-1.37826	3	-54.0372	HL
1785136503	XAUUSD	M15	4103.20000	Peak	4105.97000	21.42000	0.52	0	6	0	3.57000	0	74.3518	LH
1785146403	XAUUSD	M15	4090.94000	Bottom	4086.60000	-19.37000	-0.47	3	11	3	-1.76091	3	-60.4083	HL
1785150003	XAUUSD	M15	4101.87000	Peak	4104.09000	17.49000	0.43	0	4	0	4.37250	0	77.1179	LH
1785162603	XAUUSD	M15	4068.92000	Bottom	4065.48000	-38.61000	-0.94	3	14	3	-2.75786	3	-70.0693	LL
1785169803	XAUUSD	M15	4088.19000	Peak	4093.80000	28.32000	0.70	0	8	0	3.54000	0	74.2258	LH
1785216603	XAUUSD	M15	4041.64000	Bottom	4034.81000	-58.99000	-1.44	3	48	5	-1.22896	3	-50.8648	LL
1785225603	XAUUSD	M15	4044.31000	Peak	4055.13000	20.32000	0.50	0	10	0	2.03200	0	63.7970	LH
1785233703	XAUUSD	M15	4017.62000	Bottom	4017.05000	-38.08000	-0.94	3	9	3	-4.23111	3	-76.7025	LL
1785242703	XAUUSD	M15	4029.53000	Peak	4038.08000	21.03000	0.52	0	10	0	2.10300	0	64.5684	LH
1785248103	XAUUSD	M15	4022.22000	Bottom	4011.71000	-26.37000	-0.65	3	6	3	-4.39500	3	-77.1816	LL
1785253503	XAUUSD	M15	4046.08000	Peak	4047.13000	35.42000	0.88	0	6	0	5.90333	0	80.3856	HH
1785286803	XAUUSD	M15	4013.29000	Bottom	4010.47000	-36.66000	-0.91	3	33	4	-1.11091	3	-48.0076	LL
1785309303	XAUUSD	M15	4045.97000	Peak	4047.74000	37.27000	0.93	0	25	0	1.49080	0	56.1471	HH
1785333603	XAUUSD	M15	3999.13000	Bottom	3996.01000	-51.73000	-1.28	3	27	3	-1.91593	3	-62.4381	LL
1785351603	XAUUSD	M15	4099.70000	Peak	4116.28000	120.27000	3.01	2	20	0	6.01350	0	80.5585	HH
1785389403	XAUUSD	M15	4033.43000	Bottom	4028.43000	-87.85000	-2.13	5	38	5	-2.31184	3	-66.6088	HL
1785414603	XAUUSD	M15	4077.26000	Peak	4086.56000	58.13000	1.44	0	28	0	2.07607	0	64.2809	LH
1785416403	XAUUSD	M15	4076.67000	Bottom	4065.28000	-21.28000	-0.52	3	2	3	-10.64000	4	-84.6308	HL
1785420003	XAUUSD	M15	4098.46000	Peak	4120.23000	54.95000	1.35	0	4	0	13.73750	2	85.8366	HH
1785466803	XAUUSD	M15	4073.59000	Bottom	4072.11000	-48.12000	-1.17	3	48	5	-1.00250	3	-45.0715	HL
1785478503	XAUUSD	M15	4084.86000	Peak	4087.57000	15.46000	0.38	0	13	0	1.18923	0	49.9402	LH
1785506403	XAUUSD	M15	4032.06000	Bottom	4021.04000	-66.53000	-1.63	3	31	3	-2.14613	3	-65.0166	LL
1785527103	XAUUSD	M15	4051.03000	Peak	4055.54000	34.50000	0.86	0	23	0	1.50000	0	56.3099	LH
1785530703	XAUUSD	M15	4044.10000	Bottom	4042.82000	-12.72000	-0.31	3	4	3	-3.18000	3	-72.5434	HL
1785708003	XAUUSD	M15	4076.46000	Peak	4082.75000	39.93000	0.99	0	1	0	39.93000	2	88.5654	HH
1785719703	XAUUSD	M15	4052.78000	Bottom	4047.37000	-35.38000	-0.87	3	13	3	-2.72154	3	-69.8247	HL
1785732303	XAUUSD	M15	4063.82000	Peak	4071.92000	24.55000	0.61	0	14	0	1.75357	0	60.3054	LH
1785755703	XAUUSD	M15	4048.39000	Bottom	4045.53000	-26.39000	-0.65	3	26	3	-1.01500	3	-45.4265	LL
1785758403	XAUUSD	M15	4055.91000	Peak	4064.63000	19.10000	0.47	0	3	0	6.36667	0	81.0736	LH
1785763803	XAUUSD	M15	4032.12000	Bottom	4019.20000	-45.43000	-1.12	3	6	3	-7.57167	3	-82.4764	LL
1785801603	XAUUSD	M15	4063.56000	Peak	4069.27000	50.07000	1.25	0	38	1	1.31763	0	52.8038	HH
1785805203	XAUUSD	M15	4046.83000	Bottom	4042.75000	-26.52000	-0.65	3	4	3	-6.63000	3	-81.4228	HL
1785830403	XAUUSD	M15	4068.11000	Peak	4072.83000	30.08000	0.74	0	28	0	1.07429	0	47.0510	HH
1785838503	XAUUSD	M15	4048.99000	Bottom	4045.53000	-27.30000	-0.67	3	9	3	-3.03333	3	-71.7541	HL
1785862803	XAUUSD	M15	4099.96000	Peak	4106.38000	60.85000	1.50	0	27	0	2.25370	0	66.0725	HH
1785874503	XAUUSD	M15	4075.41000	Bottom	4074.70000	-31.68000	-0.77	3	13	3	-2.43692	3	-67.6890	HL
1785882603	XAUUSD	M15	4084.00000	Peak	4085.82000	11.12000	0.27	0	5	0	2.22400	0	65.7894	LH
1785885303	XAUUSD	M15	4067.22000	Bottom	4065.50000	-20.32000	-0.50	3	3	3	-6.77333	3	-81.6016	LL
1785913203	XAUUSD	M15	4166.19000	Peak	4179.57000	114.07000	2.81	2	31	0	3.67968	0	74.7963	HH
1785924903	XAUUSD	M15	4156.88000	Bottom	4150.21000	-29.36000	-0.70	3	13	3	-2.25846	3	-66.1172	HL
1785953703	XAUUSD	M15	4262.90000	Peak	4267.68000	117.47000	2.83	2	32	0	3.67094	0	74.7618	HH
