No	TimeStamp	Symbol	Timeframe	Close	Tema	Hrma	Smma
0	2025.01.02 00:00	GBPJPY.i	H1	196.634			
1	2025.01.02 01:00	GBPJPY.i	H1	197.420			
2	2025.01.02 02:00	GBPJPY.i	H1	197.041			
3	2025.01.02 03:00	GBPJPY.i	H1	197.192			
4	2025.01.02 04:00	GBPJPY.i	H1	197.128			
5	2025.01.02 05:00	GBPJPY.i	H1	197.012			
6	2025.01.02 06:00	GBPJPY.i	H1	196.810			
7	2025.01.02 07:00	GBPJPY.i	H1	197.013			
8	2025.01.02 08:00	GBPJPY.i	H1	196.280			
9	2025.01.02 09:00	GBPJPY.i	H1	196.171			
10	2025.01.02 10:00	GBPJPY.i	H1	195.940			
11	2025.01.02 11:00	GBPJPY.i	H1	195.712			
12	2025.01.02 12:00	GBPJPY.i	H1	195.577			
13	2025.01.02 13:00	GBPJPY.i	H1	195.771			
14	2025.01.02 14:00	GBPJPY.i	H1	195.092			
15	2025.01.02 15:00	GBPJPY.i	H1	194.527			
16	2025.01.02 16:00	GBPJPY.i	H1	194.703			
17	2025.01.02 17:00	GBPJPY.i	H1	194.465		195.210	
18	2025.01.02 18:00	GBPJPY.i	H1	195.092		195.021	
19	2025.01.02 19:00	GBPJPY.i	H1	194.932		194.899	
20	2025.01.02 20:00	GBPJPY.i	H1	194.810		194.811	
21	2025.01.02 21:00	GBPJPY.i	H1	194.953		194.756	
22	2025.01.02 22:00	GBPJPY.i	H1	195.112		194.739	
23	2025.01.02 23:00	GBPJPY.i	H1	194.786		194.722	
24	2025.01.03 00:00	GBPJPY.i	H1	194.882	194.800	194.704	
25	2025.01.03 01:00	GBPJPY.i	H1	194.796	194.814	194.690	
26	2025.01.03 02:00	GBPJPY.i	H1	194.728	194.782	194.671	
27	2025.01.03 03:00	GBPJPY.i	H1	194.794	194.784	194.657	
28	2025.01.03 04:00	GBPJPY.i	H1	194.922	194.824	194.655	
29	2025.01.03 05:00	GBPJPY.i	H1	194.964	194.900	194.672	
30	2025.01.03 06:00	GBPJPY.i	H1	194.933	194.944	194.697	
31	2025.01.03 07:00	GBPJPY.i	H1	194.976	194.964	194.722	
32	2025.01.03 08:00	GBPJPY.i	H1	194.951	194.982	194.747	
33	2025.01.03 09:00	GBPJPY.i	H1	194.840	194.921	194.755	
34	2025.01.03 10:00	GBPJPY.i	H1	194.990	194.964	194.774	
35	2025.01.03 11:00	GBPJPY.i	H1	195.080	195.025	194.805	
36	2025.01.03 12:00	GBPJPY.i	H1	195.019	195.009	194.828	
37	2025.01.03 13:00	GBPJPY.i	H1	195.090	195.081	194.864	200.938
