No|Timestamp|Symbol|Timeframe|Close|Diag_Asc_1|Diag_Asc_2|Diag_Asc_3|Diag_Desc_1|Diag_Desc_2|Diag_Desc_3|Diag_High_Map|Diag_Low_Map
1|2025.09.29 08:00|XAUUSD|M5|3808.18|||||||0|0
2|2025.09.29 08:05|XAUUSD|M5|3805.32|||||||0|0
3|2025.09.29 08:10|XAUUSD|M5|3806.44|||||||0|0
4|2025.09.29 08:15|XAUUSD|M5|3804.67|||||||0|0
5|2025.09.29 08:20|XAUUSD|M5|3806.45|||||||0|0
6|2025.09.29 08:25|XAUUSD|M5|3805.38|||||||0|0
7|2025.09.29 08:30|XAUUSD|M5|3804.37|||||||0|0
8|2025.09.29 08:35|XAUUSD|M5|3805.26|||||||0|0
9|2025.09.29 08:40|XAUUSD|M5|3803.84|||||||0|0
10|2025.09.29 08:45|XAUUSD|M5|3805.94|||||||0|0
11|2025.09.29 08:50|XAUUSD|M5|3811.22|||||||0|0
12|2025.09.29 08:55|XAUUSD|M5|3813.73|||||||0|0
13|2025.09.29 09:00|XAUUSD|M5|3813.58|||||||0|0
14|2025.09.29 09:05|XAUUSD|M5|3812.37|||||||0|0
15|2025.09.29 09:10|XAUUSD|M5|3816.86|||||||0|0
16|2025.09.29 09:15|XAUUSD|M5|3814.20|||||||0|0
17|2025.09.29 09:20|XAUUSD|M5|3815.35|||||||0|0
18|2025.09.29 09:25|XAUUSD|M5|3812.71|||||||0|0
19|2025.09.29 09:30|XAUUSD|M5|3814.22|||||||0|0
20|2025.09.29 09:35|XAUUSD|M5|3815.57|||||||0|0
21|2025.09.29 09:40|XAUUSD|M5|3819.01|||||||3819.81|0
22|2025.09.29 09:45|XAUUSD|M5|3814.71|||||||0|0
23|2025.09.29 09:50|XAUUSD|M5|3815.22|||||||0|0
24|2025.09.29 09:55|XAUUSD|M5|3817.37|||||||0|0
25|2025.09.29 10:00|XAUUSD|M5|3816.00|||||||0|0
26|2025.09.29 10:05|XAUUSD|M5|3815.12|||||||0|0
27|2025.09.29 10:10|XAUUSD|M5|3817.28|||||||0|0
28|2025.09.29 10:15|XAUUSD|M5|3816.85|||||||0|0
29|2025.09.29 10:20|XAUUSD|M5|3815.04|||||||0|0
30|2025.09.29 10:25|XAUUSD|M5|3814.29|||||||0|0
31|2025.09.29 10:30|XAUUSD|M5|3810.45|||||||0|0
32|2025.09.29 10:35|XAUUSD|M5|3810.17|||||||0|0
33|2025.09.29 10:40|XAUUSD|M5|3810.59|||||||0|0
34|2025.09.29 10:45|XAUUSD|M5|3806.87|||||||0|0
35|2025.09.29 10:50|XAUUSD|M5|3805.18|||||||0|3804.99
36|2025.09.29 10:55|XAUUSD|M5|3806.25|||||||0|0
37|2025.09.29 11:00|XAUUSD|M5|3810.75|||||||0|0
38|2025.09.29 11:05|XAUUSD|M5|3813.64|||||||0|0
39|2025.09.29 11:10|XAUUSD|M5|3815.94|||||||0|0
40|2025.09.29 11:15|XAUUSD|M5|3813.28|||||||0|0
41|2025.09.29 11:20|XAUUSD|M5|3811.35|||||||0|0
42|2025.09.29 11:25|XAUUSD|M5|3811.48|||||||0|0
43|2025.09.29 11:30|XAUUSD|M5|3814.65|||||||0|0
44|2025.09.29 11:35|XAUUSD|M5|3814.80|||||||0|0
45|2025.09.29 11:40|XAUUSD|M5|3816.25|||||||0|0
46|2025.09.29 11:45|XAUUSD|M5|3817.73|||||||0|0
47|2025.09.29 11:50|XAUUSD|M5|3818.84|||||||0|0
48|2025.09.29 11:55|XAUUSD|M5|3818.73|||||||0|0
49|2025.09.29 12:00|XAUUSD|M5|3818.26|||||||0|0
50|2025.09.29 12:05|XAUUSD|M5|3817.42|||||||3819.67|0
51|2025.09.29 12:10|XAUUSD|M5|3817.63|||||||0|0
52|2025.09.29 12:15|XAUUSD|M5|3817.08|||||||0|0
53|2025.09.29 12:20|XAUUSD|M5|3816.23|||||||0|0
54|2025.09.29 12:25|XAUUSD|M5|3816.08|||||||0|0
55|2025.09.29 12:30|XAUUSD|M5|3812.77|||||||0|0
56|2025.09.29 12:35|XAUUSD|M5|3810.04|||||||0|0
57|2025.09.29 12:40|XAUUSD|M5|3810.26|||||||0|0
58|2025.09.29 12:45|XAUUSD|M5|3807.97|||||||0|0
59|2025.09.29 12:50|XAUUSD|M5|3807.18|||||||0|0
60|2025.09.29 12:55|XAUUSD|M5|3807.48|||||||0|0
61|2025.09.29 13:00|XAUUSD|M5|3809.31|||||||0|0
62|2025.09.29 13:05|XAUUSD|M5|3807.78|||||||0|0
63|2025.09.29 13:10|XAUUSD|M5|3809.93|||||||0|3806.56
64|2025.09.29 13:15|XAUUSD|M5|3810.25|||||||0|0
65|2025.09.29 13:20|XAUUSD|M5|3815.76|||||||0|0
66|2025.09.29 13:25|XAUUSD|M5|3815.84|||||||0|0
67|2025.09.29 13:30|XAUUSD|M5|3815.83|||||||0|0
68|2025.09.29 13:35|XAUUSD|M5|3817.54|||||||0|0
69|2025.09.29 13:40|XAUUSD|M5|3817.39|||||||0|0
70|2025.09.29 13:45|XAUUSD|M5|3816.38|||||||0|0
71|2025.09.29 13:50|XAUUSD|M5|3816.17|||||||0|0
72|2025.09.29 13:55|XAUUSD|M5|3817.97|||||||0|0
73|2025.09.29 14:00|XAUUSD|M5|3817.39|||||||0|0
74|2025.09.29 14:05|XAUUSD|M5|3818.06|||||||0|0
75|2025.09.29 14:10|XAUUSD|M5|3818.90|||||||0|0
76|2025.09.29 14:15|XAUUSD|M5|3822.30|||||||0|0
77|2025.09.29 14:20|XAUUSD|M5|3823.61|||||||0|0
78|2025.09.29 14:25|XAUUSD|M5|3823.69|||||||0|0
79|2025.09.29 14:30|XAUUSD|M5|3824.74|||||||0|0
80|2025.09.29 14:35|XAUUSD|M5|3824.76|||||||0|0
81|2025.09.29 14:40|XAUUSD|M5|3827.34|||||||0|0
82|2025.09.29 14:45|XAUUSD|M5|3826.61|||||||0|0
83|2025.09.29 14:50|XAUUSD|M5|3828.44|||||||0|0
84|2025.09.29 14:55|XAUUSD|M5|3828.91|||||||3831.31|0
85|2025.09.29 15:00|XAUUSD|M5|3825.64|||||||0|0
86|2025.09.29 15:05|XAUUSD|M5|3826.27|||||||0|0
87|2025.09.29 15:10|XAUUSD|M5|3824.37|||||||0|0
88|2025.09.29 15:15|XAUUSD|M5|3823.71|||||||0|0
89|2025.09.29 15:20|XAUUSD|M5|3820.88|||||||0|0
90|2025.09.29 15:25|XAUUSD|M5|3817.57|||||||0|0
91|2025.09.29 15:30|XAUUSD|M5|3814.08|||||||0|0
92|2025.09.29 15:35|XAUUSD|M5|3818.94|||||||0|0
93|2025.09.29 15:40|XAUUSD|M5|3817.10|||||||0|0
94|2025.09.29 15:45|XAUUSD|M5|3818.03|||||||0|0
95|2025.09.29 15:50|XAUUSD|M5|3813.27|||||||0|0
96|2025.09.29 15:55|XAUUSD|M5|3813.75|||||||0|0
97|2025.09.29 16:00|XAUUSD|M5|3810.34|||||||0|3809.38
98|2025.09.29 16:05|XAUUSD|M5|3813.78|||||||0|0
99|2025.09.29 16:10|XAUUSD|M5|3817.11|||||||0|0
100|2025.09.29 16:15|XAUUSD|M5|3820.10|||||||0|0
101|2025.09.29 16:20|XAUUSD|M5|3821.62|||||||0|0
102|2025.09.29 16:25|XAUUSD|M5|3821.76|||||||0|0
103|2025.09.29 16:30|XAUUSD|M5|3824.32|||||||0|0
104|2025.09.29 16:35|XAUUSD|M5|3826.50|||||||0|0
105|2025.09.29 16:40|XAUUSD|M5|3826.21|||||||0|0
106|2025.09.29 16:45|XAUUSD|M5|3821.51|||||||0|0
107|2025.09.29 16:50|XAUUSD|M5|3822.59|||||||0|0
108|2025.09.29 16:55|XAUUSD|M5|3821.37|||||||0|0
109|2025.09.29 17:00|XAUUSD|M5|3826.99|||||||0|0
110|2025.09.29 17:05|XAUUSD|M5|3827.19|||||||0|0
111|2025.09.29 17:10|XAUUSD|M5|3825.76|||||||0|0
112|2025.09.29 17:15|XAUUSD|M5|3819.29|||||||0|0
113|2025.09.29 17:20|XAUUSD|M5|3823.75|||||||0|0
114|2025.09.29 17:25|XAUUSD|M5|3826.88|||||||0|0
115|2025.09.29 17:30|XAUUSD|M5|3825.29|||||||0|0
116|2025.09.29 17:35|XAUUSD|M5|3826.08|||||||0|0
117|2025.09.29 17:40|XAUUSD|M5|3826.49|||||||0|0
118|2025.09.29 17:45|XAUUSD|M5|3824.82|||||||0|0
119|2025.09.29 17:50|XAUUSD|M5|3826.87|||||||0|0
120|2025.09.29 17:55|XAUUSD|M5|3828.19|||||||0|0
121|2025.09.29 18:00|XAUUSD|M5|3831.13|||||||0|0
122|2025.09.29 18:05|XAUUSD|M5|3826.90|||||||0|0
123|2025.09.29 18:10|XAUUSD|M5|3824.23|||||||0|0
124|2025.09.29 18:15|XAUUSD|M5|3825.90|||||||0|0
125|2025.09.29 18:20|XAUUSD|M5|3828.53|||||||0|0
126|2025.09.29 18:25|XAUUSD|M5|3829.38|||||||0|0
127|2025.09.29 18:30|XAUUSD|M5|3826.84|||||||0|0
128|2025.09.29 18:35|XAUUSD|M5|3828.95|||||||0|0
129|2025.09.29 18:40|XAUUSD|M5|3830.53|||||||0|0
